হ,ও,য,়,া,&,হ,ৃ,য,়,া,#,হ,ৃ,য,়,া,$,COPY	হ,ও,য,়,া
ম,ৃ,গ,ঙ,&,ি,ৃ,ন,ঙ,#,ি,ৃ,ন,ঙ,$,COPY	ম,ৃ,গ,ঙ
ম,ৃ,গ,ঙ,&,ু,ৃ,গ,ঙ,#,ু,ৃ,গ,ঙ,র,া,$,N,NOM,DEF,PL	ম,ৃ,গ,ঙ,র,া
ভ,ফ,ঢ,ব,&,ভ,ফ,ী,ব,#,ভ,ফ,ী,ব,$,COPY	ভ,ফ,ঢ,ব
ভ,ফ,ঢ,ব,&,ো,ফ,ঢ,ই,#,ো,ফ,ঢ,ই,র,$,N,GEN,NDEF	ভ,ফ,ঢ,ব,র
শ,ি,শ,ই,&,শ,ই,শ,ই,#,শ,ই,শ,ই,$,COPY	শ,ি,শ,ই
শ,ি,শ,ই,&,শ,ি,শ,ভ,#,শ,ি,শ,ভ,দ,ে,র,$,N,GEN,DEF,PL	শ,ি,শ,ই,দ,ে,র
ফ,ি,শ,ু,&,আ,ি,্,ে,#,আ,ি,্,ে,$,COPY	ফ,ি,শ,ু
ফ,ি,শ,ু,&,ন,প,ও,ু,#,ন,প,ও,ু,ট,া,র,$,N,GEN,DEF,SG	ফ,ি,শ,ু,ট,া,র
়,ষ,ই,ু,&,়,ঢ,ই,ু,#,়,ঢ,ই,ু,$,COPY	়,ষ,ই,ু
়,ষ,ই,ু,&,়,ষ,এ,ু,#,়,ষ,এ,ু,$,N,ACC,NDEF	়,ষ,ই,ু
অ,ি,শ,ু,&,অ,ঢ,ঢ,ী,#,অ,ঢ,ঢ,ী,$,COPY	অ,ি,শ,ু
অ,ি,শ,ু,&,অ,ি,ছ,ু,#,অ,ি,ছ,ু,$,N,NOM,NDEF	অ,ি,শ,ু
ণ,ি,শ,ু,&,ধ,ি,শ,ু,#,ধ,ি,শ,ু,$,COPY	ণ,ি,শ,ু
ণ,ি,শ,ু,&,ণ,ঙ,শ,ু,#,ণ,ঙ,শ,ু,ট,া,ক,ে,$,N,ACC,DEF,SG	ণ,ি,শ,ু,ট,া,ক,ে
ড,ি,শ,ু,&,ঠ,ি,শ,ু,#,ঠ,ি,শ,ু,$,COPY	ড,ি,শ,ু
ড,ি,শ,ু,&,এ,ু,য,ু,#,এ,ু,য,ু,ট,া,$,N,NOM,DEF,SG	ড,ি,শ,ু,ট,া
ভ,ে,ম,&,ভ,ে,ণ,#,ভ,ে,ণ,$,COPY	ভ,ে,ম
ভ,ে,ম,&,ভ,দ,ম,#,ভ,দ,ম,গ,ু,ল,া,$,N,NOM,DEF,PL	ভ,ে,ম,গ,ু,ল,া
দ,ঁ,হ,&,দ,ী,হ,#,দ,ী,হ,$,COPY	দ,ঁ,হ
দ,ঁ,হ,&,ড,ঁ,হ,#,ড,ঁ,হ,ে,$,N,LOC,NDEF	দ,ঁ,হ,ে
ঠ,ে,হ,&,ঠ,ঘ,হ,#,ঠ,ঘ,হ,$,N,ACC,NDEF	ঠ,ে,হ
ছ,ে,ো,&,ঠ,ে,অ,#,ঠ,ে,অ,$,COPY	ছ,ে,ো
ছ,ে,ো,&,ছ,ে,ট,#,ছ,ে,ট,ট,া,$,N,ACC,DEF,SG	ছ,ে,ো,ট,া
দ,ে,হ,&,দ,়,হ,#,দ,়,হ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	দ,ে,হ,গ,ু,ল,া,র
ছ,ো,হ,&,ঝ,ো,ম,#,ঝ,ো,ম,$,COPY	ছ,ো,হ
ছ,ো,হ,&,ভ,ো,হ,#,ভ,ো,হ,ট,া,র,$,N,GEN,DEF,SG	ছ,ো,হ,ট,া,র
ফ,ট,হ,&,ফ,খ,হ,#,ফ,খ,হ,$,COPY	ফ,ট,হ
ফ,ট,হ,&,ো,ট,হ,#,ো,ট,হ,$,N,NOM,NDEF	ফ,ট,হ
দ,চ,জ,&,শ,া,জ,#,শ,া,জ,$,COPY	দ,চ,জ
দ,চ,জ,&,দ,দ,জ,#,দ,দ,জ,ট,া,ত,ে,$,N,LOC,DEF,SG	দ,চ,জ,ট,া,ত,ে
দ,ফ,ব,&,ড,স,ব,#,ড,স,ব,$,COPY	দ,ফ,ব
দ,ফ,ব,&,ঙ,ফ,ছ,#,ঙ,ফ,ছ,গ,ু,ল,া,$,N,ACC,DEF,PL	দ,ফ,ব,গ,ু,ল,া
দ,ৃ,ড,&,দ,ৃ,ন,#,দ,ৃ,ন,$,COPY	দ,ৃ,ড
দ,ৃ,ড,&,া,ফ,ড,#,া,ফ,ড,ে,র,$,N,GEN,NDEF	দ,ৃ,ড,ে,র
দ,ে,ব,&,খ,ে,ব,#,খ,ে,ব,$,COPY	দ,ে,ব
দ,ে,ব,&,চ,ে,ব,#,চ,ে,ব,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	দ,ে,ব,গ,ু,ল,া,ত,ে
দ,ে,ট,&,ফ,ে,ট,#,ফ,ে,ট,$,COPY	দ,ে,ট
দ,ে,ট,&,দ,ে,হ,#,দ,ে,হ,ট,া,$,N,NOM,DEF,SG	দ,ে,ট,ট,া
চ,ঙ,ম,ড,ব,ন, ,ক,র,া,&,চ,ঙ,ঢ,ড,ব,ন, ,ক,র,া,#,চ,ঙ,ঢ,ড,ব,ন, ,ক,র,া,$,COPY	চ,ঙ,ম,ড,ব,ন, ,ক,র,া
চ,ঙ,ম,ড,ব,ন, ,ক,র,া,&,চ,ই,ম,ড,জ,ন, ,ক,র,া,#,চ,ই,ম,ড,জ,ন, ,ক,র,ছ,ে,ন,$,V,PROG,3,POL,PRS	চ,ঙ,ম,ড,ব,ন, ,ক,র,ছ,ে,ন
চ,অ,ী,্,শ,ন, ,ক,র,া,&,চ,অ,ণ,্,উ,ন, ,ক,র,া,#,চ,অ,ণ,্,উ,ন, ,ক,র,া,$,COPY	চ,অ,ী,্,শ,ন, ,ক,র,া
চ,অ,ী,্,শ,ন, ,ক,র,া,&,চ,অ,ী,্,ঢ,ন, ,ক,র,া,#,চ,অ,ী,্,ঢ,ন, ,ক,র,ে,ছ,ে,$,V,PRF,2,POL,PRS	চ,অ,ী,্,শ,ন, ,ক,র,ে,ছ,ে
চ,়,়,ু,ড,ন, ,ক,র,া,&,চ,়,ন,ু,ড,ন, ,ক,র,া,#,চ,়,ন,ু,ড,ন, ,ক,র,া,$,COPY	চ,়,়,ু,ড,ন, ,ক,র,া
চ,়,়,ু,ড,ন, ,ক,র,া,&,চ,ভ,ৃ,গ,ড,ন, ,ক,র,া,#,চ,ভ,ৃ,গ,ড,ন, ,ক,র,ছ,ো,$,V,PROG,3,INFM,PRS	চ,়,়,ু,ড,ন, ,ক,র,ছ,ো
চ,ী,ম,ি,ব,ন, ,ক,র,া,&,চ,ী,ম,ি,অ,ন, ,ক,র,া,#,চ,ী,ম,ি,অ,ন, ,ক,র,া,$,COPY	চ,ী,ম,ি,ব,ন, ,ক,র,া
চ,ী,ম,ি,ব,ন, ,ক,র,া,&,চ,ী,প,ি,ব,ন, ,ক,র,া,#,চ,ী,প,ি,ব,ন, ,ক,র,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	চ,ী,ম,ি,ব,ন, ,ক,র,ে,ছ,ি,ল,ে,ন
চ,ঁ,ণ,্,ফ,ন, ,ক,র,া,&,চ,ি,ণ,্,ফ,ন, ,ক,র,া,#,চ,ি,ণ,্,ফ,ন, ,ক,র,া,$,COPY	চ,ঁ,ণ,্,ফ,ন, ,ক,র,া
চ,ঁ,ণ,্,ফ,ন, ,ক,র,া,&,চ,ঁ,ণ,খ,ফ,ন, ,ক,র,া,#,চ,ঁ,ণ,খ,ফ,ন, ,ক,র,ত,ে,ন,$,V,HAB,3,POL,PST	চ,ঁ,ণ,্,ফ,ন, ,ক,র,ত,ে,ন
চ,ভ,ম,উ,ট,ন, ,ক,র,া,&,চ,ভ,ম,ঠ,ট,ন, ,ক,র,া,#,চ,ভ,ম,ঠ,ট,ন, ,ক,র,া,$,COPY	চ,ভ,ম,উ,ট,ন, ,ক,র,া
চ,ভ,ম,উ,ট,ন, ,ক,র,া,&,চ,ন,ম,উ,গ,ন, ,ক,র,া,#,চ,ন,ম,উ,গ,ন, ,ক,র,ল,া,ম,$,V,1,PST	চ,ভ,ম,উ,ট,ন, ,ক,র,ল,া,ম
চ,ু,হ,উ,ি,ন, ,ক,র,া,&,চ,ট,হ,ঝ,ি,ন, ,ক,র,া,#,চ,ট,হ,ঝ,ি,ন, ,ক,র,া,$,COPY	চ,ু,হ,উ,ি,ন, ,ক,র,া
চ,ু,হ,উ,ি,ন, ,ক,র,া,&,চ,ু,হ,উ,র,ন, ,ক,র,া,#,চ,ু,হ,উ,র,ন, ,ক,র,ে,ছ,ি,ল,ি,$,V,PRF,2,PST,LGSPEC1	চ,ু,হ,উ,ি,ন, ,ক,র,ে,ছ,ি,ল,ি
চ,ু,গ,হ,ব,ন, ,ক,র,া,&,চ,ু,গ,হ,ঠ,ন, ,ক,র,া,#,চ,ু,গ,হ,ঠ,ন, ,ক,র,া,$,COPY	চ,ু,গ,হ,ব,ন, ,ক,র,া
চ,ু,গ,হ,ব,ন, ,ক,র,া,&,চ,ু,গ,শ,ব,ন, ,ক,র,া,#,চ,ু,গ,শ,ব,ন, ,ক,র,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	চ,ু,গ,হ,ব,ন, ,ক,র,ছ,ি,ল,ি
চ,ষ,র,্,ঘ,ন, ,ক,র,া,&,চ,ষ,র,ঠ,ঘ,ন, ,ক,র,া,#,চ,ষ,র,ঠ,ঘ,ন, ,ক,র,া,$,COPY	চ,ষ,র,্,ঘ,ন, ,ক,র,া
চ,ষ,র,্,ঘ,ন, ,ক,র,া,&,চ,ষ,র,ঁ,ঘ,ন, ,ক,র,া,#,চ,ষ,র,ঁ,ঘ,ন, ,ক,র,ে,ছ,ো,$,V,PRF,3,INFM,PRS	চ,ষ,র,্,ঘ,ন, ,ক,র,ে,ছ,ো
চ,ু,দ,জ,ৃ,ন, ,ক,র,া,&,চ,ু,দ,স,ৃ,ন, ,ক,র,া,#,চ,ু,দ,স,ৃ,ন, ,ক,র,া,$,COPY	চ,ু,দ,জ,ৃ,ন, ,ক,র,া
চ,ু,দ,জ,ৃ,ন, ,ক,র,া,&,চ,ণ,দ,জ,ৃ,ন, ,ক,র,া,#,চ,ণ,দ,জ,ৃ,ন, ,ক,র,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	চ,ু,দ,জ,ৃ,ন, ,ক,র,ত,ি,স
চ,আ,ম,্,ব,ন, ,ক,র,া,&,চ,ও,ম,্,ব,ন, ,ক,র,া,#,চ,ও,ম,্,ব,ন, ,ক,র,া,$,COPY	চ,আ,ম,্,ব,ন, ,ক,র,া
চ,আ,ম,্,ব,ন, ,ক,র,া,&,চ,আ,ম,্,য,ন, ,ক,র,া,#,চ,আ,ম,্,য,ন, ,ক,র,ব,ে,$,V,3,INFM,FUT	চ,আ,ম,্,ব,ন, ,ক,র,ব,ে
চ,ি,ম,্,ব,ন, ,ক,র,া,&,চ,্,ম,্,ৃ,ন, ,ক,র,া,#,চ,্,ম,্,ৃ,ন, ,ক,র,া,$,COPY	চ,ি,ম,্,ব,ন, ,ক,র,া
চ,ি,ম,্,ব,ন, ,ক,র,া,&,চ,ি,ে,ন,ব,ন, ,ক,র,া,#,চ,ি,ে,ন,ব,ন, ,ক,র,ো,$,V,3,INFM,PRS	চ,ি,ম,্,ব,ন, ,ক,র,ো
চ,়,ম,্,ব,ন, ,ক,র,া,&,চ,ো,ম,্,ব,ন, ,ক,র,া,#,চ,ো,ম,্,ব,ন, ,ক,র,ত,ো,$,V,HAB,2,POL,PST	চ,়,ম,্,ব,ন, ,ক,র,ত,ো
চ,ু,ধ,জ,স,ন, ,ক,র,া,&,চ,ু,স,ে,স,ন, ,ক,র,া,#,চ,ু,স,ে,স,ন, ,ক,র,া,$,COPY	চ,ু,ধ,জ,স,ন, ,ক,র,া
চ,ু,ধ,জ,স,ন, ,ক,র,া,&,চ,ু,ধ,শ,ম,ন, ,ক,র,া,#,চ,ু,ধ,শ,ম,ন, ,ক,র,ল,ো,$,V,2,POL,PST	চ,ু,ধ,জ,স,ন, ,ক,র,ল,ো
চ,ৃ,ম,্,ব,ন, ,ক,র,া,&,চ,ৃ,ক,্,ব,ন, ,ক,র,া,#,চ,ৃ,ক,্,ব,ন, ,ক,র,া,$,COPY	চ,ৃ,ম,্,ব,ন, ,ক,র,া
চ,ৃ,ম,্,ব,ন, ,ক,র,া,&,চ,দ,ি,জ,ব,ন, ,ক,র,া,#,চ,দ,ি,জ,ব,ন, ,ক,র,ব,ো,$,V,1,FUT	চ,ৃ,ম,্,ব,ন, ,ক,র,ব,ো
চ,ৃ,ঠ,খ,ঠ,ন, ,ক,র,া,&,চ,ৃ,ঠ,খ,ধ,ন, ,ক,র,া,#,চ,ৃ,ঠ,খ,ধ,ন, ,ক,র,া,$,COPY	চ,ৃ,ঠ,খ,ঠ,ন, ,ক,র,া
চ,ৃ,ঠ,খ,ঠ,ন, ,ক,র,া,&,চ,ৃ,ঠ,খ,য,ন, ,ক,র,া,#,চ,ৃ,ঠ,খ,য,ন, ,ক,র,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	চ,ৃ,ঠ,খ,ঠ,ন, ,ক,র,ছ,ি,ল,ো
চ,ু,ম,চ,ঙ,ন, ,ক,র,া,&,চ,ু,ক,চ,ঙ,ন, ,ক,র,া,#,চ,ু,ক,চ,ঙ,ন, ,ক,র,া,$,COPY	চ,ু,ম,চ,ঙ,ন, ,ক,র,া
চ,ু,ম,চ,ঙ,ন, ,ক,র,া,&,চ,ু,শ,চ,ঙ,ন, ,ক,র,া,#,চ,ু,শ,চ,ঙ,ন, ,ক,র,ছ,ি,$,V,PROG,1,PRS	চ,ু,ম,চ,ঙ,ন, ,ক,র,ছ,ি
চ,ি,ম,্,ও,ন, ,ক,র,া,&,চ,হ,ম,্,ও,ন, ,ক,র,া,#,চ,হ,ম,্,ও,ন, ,ক,র,া,$,COPY	চ,ি,ম,্,ও,ন, ,ক,র,া
চ,ি,ম,্,ও,ন, ,ক,র,া,&,চ,ি,ম,্,দ,ন, ,ক,র,া,#,চ,ি,ম,্,দ,ন, ,ক,র,ে,ছ,ে,ন,$,V,PRF,3,POL,PRS	চ,ি,ম,্,ও,ন, ,ক,র,ে,ছ,ে,ন
চ,ু,ছ,ধ,ব,ন, ,ক,র,া,&,চ,ু,ছ,া,ব,ন, ,ক,র,া,#,চ,ু,ছ,া,ব,ন, ,ক,র,া,$,COPY	চ,ু,ছ,ধ,ব,ন, ,ক,র,া
চ,ু,ছ,ধ,ব,ন, ,ক,র,া,&,চ,ঘ,ছ,ধ,ব,ন, ,ক,র,া,#,চ,ঘ,ছ,ধ,ব,ন, ,ক,র,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	চ,ু,ছ,ধ,ব,ন, ,ক,র,ে,ছ,ি,স
চ,ু,ভ,ষ,ধ,ন, ,ক,র,া,&,চ,ু,প,ষ,শ,ন, ,ক,র,া,#,চ,ু,প,ষ,শ,ন, ,ক,র,া,$,COPY	চ,ু,ভ,ষ,ধ,ন, ,ক,র,া
চ,ু,ভ,ষ,ধ,ন, ,ক,র,া,&,চ,ু,ভ,খ,ধ,ন, ,ক,র,া,#,চ,ু,ভ,খ,ধ,ন, ,ক,র,ল,ে,$,V,3,INFM,PST	চ,ু,ভ,ষ,ধ,ন, ,ক,র,ল,ে
চ,ও,ম,ঢ,জ,ন, ,ক,র,া,&,চ,ছ,ল,্,জ,ন, ,ক,র,া,#,চ,ছ,ল,্,জ,ন, ,ক,র,া,$,COPY	চ,ও,ম,ঢ,জ,ন, ,ক,র,া
চ,ও,ম,ঢ,জ,ন, ,ক,র,া,&,চ,ত,ট,ঢ,জ,ন, ,ক,র,া,#,চ,ত,ট,ঢ,জ,ন, ,ক,র,ছ,ে,$,V,PROG,2,POL,PRS	চ,ও,ম,ঢ,জ,ন, ,ক,র,ছ,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,&,চ,ঠ,ম,্,ব,ন, ,ক,র,া,#,চ,ঠ,ম,্,ব,ন, ,ক,র,ি,$,V,1,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ি
চ,ু,ী,ক,ব,ন, ,ক,র,া,&,চ,ু,ী,ক,ল,ন, ,ক,র,া,#,চ,ু,ী,ক,ল,ন, ,ক,র,া,$,COPY	চ,ু,ী,ক,ব,ন, ,ক,র,া
চ,ু,ী,ক,ব,ন, ,ক,র,া,&,চ,ু,ী,ক,ে,ন, ,ক,র,া,#,চ,ু,ী,ক,ে,ন, ,ক,র,ব,ে,ন,$,V,3,POL,FUT	চ,ু,ী,ক,ব,ন, ,ক,র,ব,ে,ন
চ,ু,ব,্,ব,ন, ,ক,র,া,&,চ,ঝ,ি,্,ব,ন, ,ক,র,া,#,চ,ঝ,ি,্,ব,ন, ,ক,র,ে,ন,$,V,3,POL,PRS	চ,ু,ব,্,ব,ন, ,ক,র,ে,ন
চ,ু,ঙ,অ,ব,ন, ,ক,র,া,&,চ,ু,ক,ট,ব,ন, ,ক,র,া,#,চ,ু,ক,ট,ব,ন, ,ক,র,া,$,COPY	চ,ু,ঙ,অ,ব,ন, ,ক,র,া
চ,ু,ঙ,অ,ব,ন, ,ক,র,া,&,চ,়,ঙ,ও,়,ন, ,ক,র,া,#,চ,়,ঙ,ও,়,ন, ,ক,র,ি,স,$,V,2,PRS,LGSPEC1	চ,ু,ঙ,অ,ব,ন, ,ক,র,ি,স
চ,ড,ম,্,ব,ন, ,ক,র,া,&,চ,ে,ম,্,ক,ন, ,ক,র,া,#,চ,ে,ম,্,ক,ন, ,ক,র,া,$,COPY	চ,ড,ম,্,ব,ন, ,ক,র,া
চ,ড,ম,্,ব,ন, ,ক,র,া,&,চ,ড,দ,্,ব,ন, ,ক,র,া,#,চ,ড,দ,্,ব,ন, ,ক,র,ব,ে,$,V,2,POL,FUT	চ,ড,ম,্,ব,ন, ,ক,র,ব,ে
চ,উ,ম,্,ব,ন, ,ক,র,া,&,চ,া,ম,্,ব,ন, ,ক,র,া,#,চ,া,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	চ,উ,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ো
চ,ু,ঘ,্,ন,ন, ,ক,র,া,&,চ,ু,ঘ,্,প,ন, ,ক,র,া,#,চ,ু,ঘ,্,প,ন, ,ক,র,া,$,COPY	চ,ু,ঘ,্,ন,ন, ,ক,র,া
চ,ু,ঘ,্,ন,ন, ,ক,র,া,&,চ,ু,জ,্,ন,ন, ,ক,র,া,#,চ,ু,জ,্,ন,ন, ,ক,র,ল,ে,ন,$,V,3,POL,PST	চ,ু,ঘ,্,ন,ন, ,ক,র,ল,ে,ন
চ,ও,ম,্,ব,ন, ,ক,র,া,&,চ,া,ম,্,ব,ন, ,ক,র,া,#,চ,া,ম,্,ব,ন, ,ক,র,া,$,COPY	চ,ও,ম,্,ব,ন, ,ক,র,া
চ,ও,ম,্,ব,ন, ,ক,র,া,&,চ,ও,ল,ঠ,ব,ন, ,ক,র,া,#,চ,ও,ল,ঠ,ব,ন, ,ক,র,ে,ছ,ি,ল,া,ম,$,V,PRF,1,PST	চ,ও,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,া,ম
চ,ু,ফ,্,ব,ন, ,ক,র,া,&,চ,ু,ফ,ৃ,ব,ন, ,ক,র,া,#,চ,ু,ফ,ৃ,ব,ন, ,ক,র,ে,ছ,ি,ল,ে,$,V,PRF,3,INFM,PST	চ,ু,ফ,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ে
চ,ু,ম,ম,ব,ন, ,ক,র,া,&,চ,ু,ম,ছ,ব,ন, ,ক,র,া,#,চ,ু,ম,ছ,ব,ন, ,ক,র,া,$,COPY	চ,ু,ম,ম,ব,ন, ,ক,র,া
চ,ু,ম,ম,ব,ন, ,ক,র,া,&,চ,ু,ম,ফ,ব,ন, ,ক,র,া,#,চ,ু,ম,ফ,ব,ন, ,ক,র,ত,া,ম,$,V,HAB,1,PST	চ,ু,ম,ম,ব,ন, ,ক,র,ত,া,ম
চ,হ,ড,্,ব,ন, ,ক,র,া,&,চ,হ,ড,্,ছ,ন, ,ক,র,া,#,চ,হ,ড,্,ছ,ন, ,ক,র,া,$,COPY	চ,হ,ড,্,ব,ন, ,ক,র,া
চ,হ,ড,্,ব,ন, ,ক,র,া,&,চ,়,ড,্,ব,ন, ,ক,র,া,#,চ,়,ড,্,ব,ন, ,ক,র,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	চ,হ,ড,্,ব,ন, ,ক,র,ছ,ি,ল,ে,ন
চ,ু,ম,ো,ব,ন, ,ক,র,া,&,চ,ো,ম,ো,ব,ন, ,ক,র,া,#,চ,ো,ম,ো,ব,ন, ,ক,র,া,$,COPY	চ,ু,ম,ো,ব,ন, ,ক,র,া
চ,ু,ম,ো,ব,ন, ,ক,র,া,&,চ,য,ম,্,ব,ন, ,ক,র,া,#,চ,য,ম,্,ব,ন, ,ক,র,ল,ি,$,V,2,PST,LGSPEC1	চ,ু,ম,ো,ব,ন, ,ক,র,ল,ি
চ,ু,ঁ,ট,ঁ,ন, ,ক,র,া,&,চ,ু,ঁ,ট,ভ,ন, ,ক,র,া,#,চ,ু,ঁ,ট,ভ,ন, ,ক,র,া,$,COPY	চ,ু,ঁ,ট,ঁ,ন, ,ক,র,া
চ,ু,ঁ,ট,ঁ,ন, ,ক,র,া,&,চ,ু,ু,ট,অ,ন, ,ক,র,া,#,চ,ু,ু,ট,অ,ন, ,ক,র,ছ,ি,স,$,V,PROG,2,PRS,LGSPEC1	চ,ু,ঁ,ট,ঁ,ন, ,ক,র,ছ,ি,স
চ,ু,ম,্,ক,ন, ,ক,র,া,&,চ,ু,ম,্,ফ,ন, ,ক,র,া,#,চ,ু,ম,্,ফ,ন, ,ক,র,ে,$,V,2,POL,PRS	চ,ু,ম,্,ক,ন, ,ক,র,ে
চ,্,ম,ধ,ব,ন, ,ক,র,া,&,চ,্,ম,ধ,ে,ন, ,ক,র,া,#,চ,্,ম,ধ,ে,ন, ,ক,র,া,$,COPY	চ,্,ম,ধ,ব,ন, ,ক,র,া
চ,্,ম,ধ,ব,ন, ,ক,র,া,&,চ,্,ম,ি,ব,ন, ,ক,র,া,#,চ,্,ম,ি,ব,ন, ,ক,র,ত,ে,$,V,NFIN	চ,্,ম,ধ,ব,ন, ,ক,র,ত,ে
চ,এ,স,্,ব,ন, ,ক,র,া,&,চ,ো,স,্,ব,ন, ,ক,র,া,#,চ,ো,স,্,ব,ন, ,ক,র,া,$,COPY	চ,এ,স,্,ব,ন, ,ক,র,া
চ,এ,স,্,ব,ন, ,ক,র,া,&,চ,এ,স,ভ,ব,ন, ,ক,র,া,#,চ,এ,স,ভ,ব,ন, ,ক,র,ব,ি,$,V,2,FUT,LGSPEC1	চ,এ,স,্,ব,ন, ,ক,র,ব,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,&,চ,ু,ম,য,ব,ন, ,ক,র,া,#,চ,ু,ম,য,ব,ন, ,ক,র,ছ,ি,ল,ে,$,V,PROG,3,INFM,PST	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,ে
চ,ু,ভ,ণ,ু,ন, ,ক,র,া,&,চ,ু,ি,ণ,ু,ন, ,ক,র,া,#,চ,ু,ি,ণ,ু,ন, ,ক,র,া,$,COPY	চ,ু,ভ,ণ,ু,ন, ,ক,র,া
চ,ু,ভ,ণ,ু,ন, ,ক,র,া,&,চ,ু,ত,ণ,ু,ন, ,ক,র,া,#,চ,ু,ত,ণ,ু,ন, ,ক,র,ছ,ি,ল,া,ম,$,V,PROG,1,PST	চ,ু,ভ,ণ,ু,ন, ,ক,র,ছ,ি,ল,া,ম
চ,়,উ,্,ভ,ন, ,ক,র,া,&,চ,়,উ,্,খ,ন, ,ক,র,া,#,চ,়,উ,্,খ,ন, ,ক,র,া,$,COPY	চ,়,উ,্,ভ,ন, ,ক,র,া
চ,়,উ,্,ভ,ন, ,ক,র,া,&,চ,়,উ,ৃ,ঙ,ন, ,ক,র,া,#,চ,়,উ,ৃ,ঙ,ন, ,ক,র,ে,ছ,ি,$,V,PRF,1,PRS	চ,়,উ,্,ভ,ন, ,ক,র,ে,ছ,ি
চ,জ,ম,ও,ত,ন, ,ক,র,া,&,চ,ো,ম,ও,ত,ন, ,ক,র,া,#,চ,ো,ম,ও,ত,ন, ,ক,র,া,$,COPY	চ,জ,ম,ও,ত,ন, ,ক,র,া
চ,জ,ম,ও,ত,ন, ,ক,র,া,&,চ,জ,ঁ,্,ত,ন, ,ক,র,া,#,চ,জ,ঁ,্,ত,ন, ,ক,র,ত,ে,$,V,HAB,3,INFM,PST	চ,জ,ম,ও,ত,ন, ,ক,র,ত,ে
অ,ত,ু,র,ি,ধ,&,অ,গ,ু,র,ি,ধ,#,অ,গ,ু,র,ি,ধ,$,COPY	অ,ত,ু,র,ি,ধ
অ,ত,ু,র,ি,ধ,&,অ,ত,ু,র,স,ধ,#,অ,ত,ু,র,স,ধ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	অ,ত,ু,র,ি,ধ,গ,ু,ল,া,র
অ,ল,ু,র,ো,ধ,&,অ,প,ু,র,ো,ধ,#,অ,প,ু,র,ো,ধ,$,COPY	অ,ল,ু,র,ো,ধ
অ,ল,ু,র,ো,ধ,&,অ,ল,ম,র,ো,ধ,#,অ,ল,ম,র,ো,ধ,$,N,ACC,NDEF	অ,ল,ু,র,ো,ধ
অ,ন,উ,র,ো,ধ,&,অ,ি,উ,র,ো,ধ,#,অ,ি,উ,র,ো,ধ,$,COPY	অ,ন,উ,র,ো,ধ
অ,ন,উ,র,ো,ধ,&,অ,ত,উ,র,ো,ধ,#,অ,ত,উ,র,ো,ধ,ট,া,র,$,N,GEN,DEF,SG	অ,ন,উ,র,ো,ধ,ট,া,র
অ,চ,ন,র,ো,ধ,&,অ,চ,ন,র,উ,ধ,#,অ,চ,ন,র,উ,ধ,$,COPY	অ,চ,ন,র,ো,ধ
অ,চ,ন,র,ো,ধ,&,অ,এ,অ,ছ,ো,ধ,#,অ,এ,অ,ছ,ো,ধ,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	অ,চ,ন,র,ো,ধ,গ,ু,ল,া,ত,ে
অ,হ,ু,র,ি,ধ,&,অ,হ,ু,ধ,ি,ধ,#,অ,হ,ু,ধ,ি,ধ,$,COPY	অ,হ,ু,র,ি,ধ
অ,হ,ু,র,ি,ধ,&,অ,হ,ম,র,ি,ধ,#,অ,হ,ম,র,ি,ধ,গ,ু,ল,া,$,N,ACC,DEF,PL	অ,হ,ু,র,ি,ধ,গ,ু,ল,া
অ,ষ,ু,র,ো,ধ,&,অ,ষ,ব,র,ো,ধ,#,অ,ষ,ব,র,ো,ধ,$,COPY	অ,ষ,ু,র,ো,ধ
অ,ষ,ু,র,ো,ধ,&,অ,ষ,ু,র,ু,ধ,#,অ,ষ,ু,র,ু,ধ,ট,া,$,N,NOM,DEF,SG	অ,ষ,ু,র,ো,ধ,ট,া
অ,ন,ু,ঘ,ও,ধ,&,অ,ন,ু,ঘ,ৃ,ধ,#,অ,ন,ু,ঘ,ৃ,ধ,$,COPY	অ,ন,ু,ঘ,ও,ধ
অ,ন,ু,ঘ,ও,ধ,&,অ,ন,ু,র,ও,ধ,#,অ,ন,ু,র,ও,ধ,ট,া,ত,ে,$,N,LOC,DEF,SG	অ,ন,ু,ঘ,ও,ধ,ট,া,ত,ে
