l,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,i,a
s,h,i,n,d,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,h,i,n,d,a
s,h,i,n,d,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,h,i,n,d,a
s,h,i,n,d,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,h,i,n,d,a
s,h,i,n,d,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,h,i,n,d,a
s,h,i,n,d,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,h,i,n,d,a
s,h,i,n,d,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,h,i,n,d,a
s,h,i,n,d,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,h,i,n,d,a
s,h,i,n,d,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,h,i,n,d,a
s,h,i,n,d,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,h,i,n,d,a
o,n,d,o,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,PL,2,FUT	m,t,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,o,n,d,o,a
o,n,d,o,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN	k,u,o,n,d,o,a
o,n,d,o,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,o,n,d,o,a
o,n,d,o,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,o,n,d,o,a
o,n,d,o,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,o,n,d,o,a
o,n,d,o,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,o,n,d,o,a
o,n,d,o,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,o,n,d,o,a
o,n,d,o,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,o,n,d,o,a
o,n,d,o,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,o,n,d,o,a
o,n,d,o,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,SG,3,FUT	a,t,a,o,n,d,o,a
o,n,d,o,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,o,n,d,o,a
o,n,d,o,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,o,n,d,o,a
o,n,d,o,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,o,n,d,o,a
o,n,d,o,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,o,n,d,o,a
o,n,d,o,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,o,n,d,o,a
o,n,d,o,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,o,n,d,o,a
o,n,d,o,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,o,n,d,o,a
o,n,d,o,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,o,n,d,o,a
o,n,d,o,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,o,n,d,o,a
o,n,d,o,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,SG,2,FUT	u,t,a,o,n,d,o,a
o,n,d,o,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,o,n,d,o,a
o,n,d,o,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,o,n,d,o,a
o,n,d,o,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,PL,2,PST	m,l,i,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,SG,2,PST	u,l,i,o,n,d,o,a
o,n,d,o,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,o,n,d,o,a
o,n,d,o,a,$,V,FIN,IND,SG,3,PST	a,l,i,o,n,d,o,a
f,u,n,z,a,$,V,FIN,IND,SG,3,FUT	a,t,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN	k,u,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,SG,2,FUT	u,t,a,f,u,n,z,a
f,u,n,z,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,u,n,z,a
f,u,n,z,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,u,n,z,a
f,u,n,z,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,f,u,n,z,a
f,u,n,z,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,u,n,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,f,u,n,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,f,u,n,z,a
f,u,n,z,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,PL,2,PST	m,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,u,n,z,a
f,u,n,z,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,u,n,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,u,n,z,a
f,u,n,z,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,f,u,n,z,a
f,u,n,z,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,SG,2,PST	u,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,f,u,n,z,a
f,u,n,z,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,u,n,z,a
f,u,n,z,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,u,n,z,a
f,u,n,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,u,n,z,a
f,u,n,z,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,u,n,z,a
f,u,n,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,u,n,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,f,u,n,z,a
f,u,n,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,f,u,n,z,a
f,u,n,z,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,u,n,z,a
f,u,n,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,u,n,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,u,n,z,a
f,u,n,z,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,u,n,z,a
f,u,n,z,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,f,u,n,z,a
s,e,m,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,e,m,a
s,e,m,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,e,m,a
s,e,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,e,m,a
s,e,m,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,e,m,a
s,e,m,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,e,m,a
s,e,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,e,m,a
s,e,m,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,e,m,a
s,e,m,a,$,V,FIN	k,u,s,e,m,a
s,e,m,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,e,m,a
s,e,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,e,m,a
s,e,m,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,e,m,a
s,e,m,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,e,m,a
s,e,m,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,e,m,a
s,e,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,e,m,a
s,e,m,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,e,m,a
s,e,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,e,m,a
s,e,m,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,e,m,a
s,e,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,e,m,a
s,e,m,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,e,m,a
s,e,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,e,m,a
s,e,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,e,m,a
s,e,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,e,m,a
s,e,m,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,e,m,a
s,e,m,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,e,m,a
s,e,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,e,m,a
s,e,m,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,e,m,a
s,e,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,e,m,a
s,e,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,e,m,a
s,e,m,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,e,m,a
s,e,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,e,m,a
s,e,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,e,m,a
s,e,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,e,m,a
s,e,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,e,m,a
s,e,m,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,e,m,a
s,e,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,e,m,a
s,e,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,e,m,a
s,e,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,e,m,a
s,e,m,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,e,m,a
s,e,m,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,e,m,a
s,e,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,e,m,a
s,e,m,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,e,m,a
s,e,m,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,e,m,a
s,e,m,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,e,m,a
s,a,f,i,s,h,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN	k,u,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,a,f,i,s,h,a
t,a,k,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,a,k,a
t,a,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,t,a,k,a
t,a,k,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,a,k,a
t,a,k,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,a,k,a
t,a,k,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,t,a,k,a
t,a,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,t,a,k,a
t,a,k,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,t,a,k,a
t,a,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,a,k,a
t,a,k,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,a,k,a
t,a,k,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,t,a,k,a
t,a,k,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,a,k,a
t,a,k,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,a,k,a
t,a,k,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,t,a,k,a
t,a,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,a,k,a
t,a,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,t,a,k,a
t,a,k,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,t,a,k,a
t,a,k,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,t,a,k,a
t,a,k,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,a,k,a
t,a,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,a,k,a
t,a,k,a,$,V,FIN	k,u,t,a,k,a
t,a,k,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,t,a,k,a
t,a,k,a,$,V,FIN,IND,SG,2,PST	u,l,i,t,a,k,a
t,a,k,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,a,k,a
t,a,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,a,k,a
t,a,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,a,k,a
t,a,k,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,a,k,a
t,a,k,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,a,k,a
t,a,k,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,a,k,a
t,a,k,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,t,a,k,a
t,a,k,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,2,FUT	m,t,a,t,a,k,a
t,a,k,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,t,a,k,a
t,a,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,t,a,k,a
t,a,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,a,k,a
t,a,k,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,t,a,k,a
t,a,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,a,k,a
t,a,k,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,2,PST	m,l,i,t,a,k,a
t,a,k,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,a,k,a
t,a,k,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,a,k,a
t,a,k,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,t,a,k,a
t,a,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,a,k,a
t,a,k,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,t,a,k,a
t,a,k,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,t,a,k,a
t,a,k,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,a,k,a
k,a,t,a,$,V,FIN	k,u,k,a,t,a
k,a,t,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,a,t,a
k,a,t,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,a,t,a
k,a,t,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,a,t,a
k,a,t,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,a,t,a
k,a,t,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,k,a,t,a
k,a,t,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,a,t,a
k,a,t,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,a,t,a
k,a,t,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,a,t,a
k,a,t,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,a,t,a
k,a,t,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,a,t,a
k,a,t,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,a,t,a
k,a,t,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,a,t,a
k,a,t,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,a,t,a
k,a,t,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,a,t,a
k,a,t,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,a,t,a
