হ,ও,য,়,া,$,V,PROG,3,INFM,PRS	হ,চ,্,ছ,ো
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,3,POL,FUT	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ব,ে,ন
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,HAB,2,POL,PST	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ত,ো
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PROG,1,PRS	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ছ,ি
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,HAB,3,INFM,PST	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ত,ে
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PRF,1,PRS	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ে,ছ,ি
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,3,INFM,PRS	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ো
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ছ,ি,ল,ি
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,2,PRS,LGSPEC1	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ি,স
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PRF,3,POL,PRS	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ে,ছ,ে,ন
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ে,ছ,ি,স
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,HAB,3,POL,PST	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ত,ে,ন
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PROG,3,POL,PST	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ছ,ি,ল,ে,ন
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ত,ি,স
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,2,FUT,LGSPEC1	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ব,ি
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,PROG,2,POL,PRS	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ছ,ে
জ,্,ব,া,ল,া,ত,ন, ,ক,র,া,$,V,3,INFM,PST	জ,্,ব,া,ল,া,ত,ন, ,ক,র,ল,ে
ব,স,্,ত,ু,$,N,LOC,NDEF	ব,স,্,ত,ু,ত,ে
ব,স,্,ত,ু,$,N,GEN,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া,র
ব,স,্,ত,ু,$,N,ACC,NDEF	ব,স,্,ত,ু
ব,স,্,ত,ু,$,N,NOM,DEF,SG	ব,স,্,ত,ু,ট,া
ব,স,্,ত,ু,$,N,GEN,DEF,SG	ব,স,্,ত,ু,ট,া,র
ব,স,্,ত,ু,$,N,LOC,DEF,SG	ব,স,্,ত,ু,ট,া,ত,ে
ব,স,্,ত,ু,$,N,ACC,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া
ব,স,্,ত,ু,$,N,LOC,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া,ত,ে
ব,স,্,ত,ু,$,N,NOM,NDEF	ব,স,্,ত,ু
ব,স,্,ত,ু,$,N,ACC,DEF,SG	ব,স,্,ত,ু,ট,া
ব,স,্,ত,ু,$,N,GEN,NDEF	ব,স,্,ত,ু,র
ব,স,্,ত,ু,$,N,NOM,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া
শ,ি,শ,ু,$,N,ACC,DEF,PL	শ,ি,শ,ু,দ,ে,র,ক,ে
শ,ি,শ,ু,$,N,NOM,DEF,PL	শ,ি,শ,ু,র,া
শ,ি,শ,ু,$,N,GEN,NDEF	শ,ি,শ,ু,র
শ,ি,শ,ু,$,N,GEN,DEF,PL	শ,ি,শ,ু,দ,ে,র
শ,ি,শ,ু,$,N,GEN,DEF,SG	শ,ি,শ,ু,ট,া,র
শ,ি,শ,ু,$,N,ACC,NDEF	শ,ি,শ,ু
শ,ি,শ,ু,$,N,NOM,NDEF	শ,ি,শ,ু
শ,ি,শ,ু,$,N,ACC,DEF,SG	শ,ি,শ,ু,ট,া,ক,ে
শ,ি,শ,ু,$,N,NOM,DEF,SG	শ,ি,শ,ু,ট,া
দ,ে,হ,$,N,NOM,DEF,PL	দ,ে,হ,গ,ু,ল,া
দ,ে,হ,$,N,LOC,NDEF	দ,ে,হ,ে
দ,ে,হ,$,N,ACC,NDEF	দ,ে,হ
দ,ে,হ,$,N,ACC,DEF,SG	দ,ে,হ,ট,া
দ,ে,হ,$,N,GEN,DEF,PL	দ,ে,হ,গ,ু,ল,া,র
দ,ে,হ,$,N,GEN,DEF,SG	দ,ে,হ,ট,া,র
দ,ে,হ,$,N,NOM,NDEF	দ,ে,হ
দ,ে,হ,$,N,LOC,DEF,SG	দ,ে,হ,ট,া,ত,ে
দ,ে,হ,$,N,ACC,DEF,PL	দ,ে,হ,গ,ু,ল,া
দ,ে,হ,$,N,GEN,NDEF	দ,ে,হ,ে,র
দ,ে,হ,$,N,LOC,DEF,PL	দ,ে,হ,গ,ু,ল,া,ত,ে
দ,ে,হ,$,N,NOM,DEF,SG	দ,ে,হ,ট,া
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,3,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,2,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,3,INFM,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,3,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,HAB,3,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ত,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,1,PST	চ,ু,ম,্,ব,ন, ,ক,র,ল,া,ম
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,3,INFM,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ত,ি,স
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,3,INFM,FUT	চ,ু,ম,্,ব,ন, ,ক,র,ব,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,3,INFM,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,HAB,2,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ত,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,2,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ল,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,1,FUT	চ,ু,ম,্,ব,ন, ,ক,র,ব,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,2,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,1,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,3,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,স
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,3,INFM,PST	চ,ু,ম,্,ব,ন, ,ক,র,ল,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,2,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,1,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,3,POL,FUT	চ,ু,ম,্,ব,ন, ,ক,র,ব,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,3,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,2,PRS,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ি,স
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,2,POL,FUT	চ,ু,ম,্,ব,ন, ,ক,র,ব,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,2,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ো
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,3,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ল,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,1,PST	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,া,ম
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,3,INFM,PST	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,HAB,1,PST	চ,ু,ম,্,ব,ন, ,ক,র,ত,া,ম
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,3,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,ে,ন
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,2,PST,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ল,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,স
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,2,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,NFIN	চ,ু,ম,্,ব,ন, ,ক,র,ত,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,2,FUT,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ব,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,3,INFM,PST	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,1,PST	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,া,ম
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,1,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,HAB,3,INFM,PST	চ,ু,ম,্,ব,ন, ,ক,র,ত,ে
অ,ন,ু,র,ো,ধ,$,N,GEN,DEF,PL	অ,ন,ু,র,ো,ধ,গ,ু,ল,া,র
অ,ন,ু,র,ো,ধ,$,N,ACC,NDEF	অ,ন,ু,র,ো,ধ
অ,ন,ু,র,ো,ধ,$,N,GEN,DEF,SG	অ,ন,ু,র,ো,ধ,ট,া,র
অ,ন,ু,র,ো,ধ,$,N,LOC,DEF,PL	অ,ন,ু,র,ো,ধ,গ,ু,ল,া,ত,ে
অ,ন,ু,র,ো,ধ,$,N,ACC,DEF,PL	অ,ন,ু,র,ো,ধ,গ,ু,ল,া
অ,ন,ু,র,ো,ধ,$,N,NOM,DEF,SG	অ,ন,ু,র,ো,ধ,ট,া
অ,ন,ু,র,ো,ধ,$,N,LOC,DEF,SG	অ,ন,ু,র,ো,ধ,ট,া,ত,ে
অ,ন,ু,র,ো,ধ,$,N,GEN,NDEF	অ,ন,ু,র,ো,ধ,ে,র
অ,ন,ু,র,ো,ধ,$,N,ACC,DEF,SG	অ,ন,ু,র,ো,ধ,ট,া
অ,ন,ু,র,ো,ধ,$,N,NOM,DEF,PL	অ,ন,ু,র,ো,ধ,গ,ু,ল,া
অ,ন,ু,র,ো,ধ,$,N,LOC,NDEF	অ,ন,ু,র,ো,ধ,ে
অ,ন,ু,র,ো,ধ,$,N,NOM,NDEF	অ,ন,ু,র,ো,ধ
ভ,া,ল,ব,া,স,া,$,V,PRF,2,POL,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ে
ভ,া,ল,ব,া,স,া,$,V,PROG,3,INFM,PRS	ভ,া,ল,ব,া,স,ছ,ো
ভ,া,ল,ব,া,স,া,$,V,3,INFM,PST	ভ,া,ল,ব,া,স,ল,ে
ভ,া,ল,ব,া,স,া,$,V,PRF,3,POL,PST	ভ,া,ল,ব,ে,স,ে,ছ,ি,ল,ে,ন
ভ,া,ল,ব,া,স,া,$,V,HAB,3,POL,PST	ভ,া,ল,ব,া,স,ত,ে,ন
ভ,া,ল,ব,া,স,া,$,V,HAB,3,INFM,PST	ভ,া,ল,ব,া,স,ত,ে
ভ,া,ল,ব,া,স,া,$,V,2,POL,PRS	ভ,া,ল,ব,া,স,ে
ভ,া,ল,ব,া,স,া,$,V,2,PST,LGSPEC1	ভ,া,ল,ব,া,স,ল,ি
ভ,া,ল,ব,া,স,া,$,V,1,PST	ভ,া,ল,ব,া,স,ল,া,ম
ভ,া,ল,ব,া,স,া,$,V,2,POL,PST	ভ,া,ল,ব,া,স,ল,ো
ভ,া,ল,ব,া,স,া,$,V,PROG,3,INFM,PST	ভ,া,ল,ব,া,স,ছ,ি,ল,ে
ভ,া,ল,ব,া,স,া,$,V,2,PRS,LGSPEC1	ভ,া,ল,ব,া,স,ি,স
ভ,া,ল,ব,া,স,া,$,V,3,INFM,PRS	ভ,া,ল,ব,া,স,ো
ভ,া,ল,ব,া,স,া,$,V,PRF,3,POL,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ে,ন
ভ,া,ল,ব,া,স,া,$,V,PROG,2,POL,PRS	ভ,া,ল,ব,া,স,ছ,ে
ভ,া,ল,ব,া,স,া,$,V,PROG,3,POL,PST	ভ,া,ল,ব,া,স,ছ,ি,ল,ে,ন
ভ,া,ল,ব,া,স,া,$,V,PRF,1,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ি
ভ,া,ল,ব,া,স,া,$,V,PROG,1,PRS	ভ,া,ল,ব,া,স,ছ,ি
ভ,া,ল,ব,া,স,া,$,V,PROG,1,PST	ভ,া,ল,ব,া,স,ছ,ি,ল,া,ম
ভ,া,ল,ব,া,স,া,$,V,2,FUT,LGSPEC1	ভ,া,ল,ব,া,স,ব,ি
ভ,া,ল,ব,া,স,া,$,V,NFIN	ভ,া,ল,ব,া,স,ত,ে
ভ,া,ল,ব,া,স,া,$,V,PROG,2,POL,PST	ভ,া,ল,ব,া,স,ছ,ি,ল,ো
ভ,া,ল,ব,া,স,া,$,V,PRF,1,PST	ভ,া,ল,ব,ে,স,ে,ছ,ি,ল,া,ম
ভ,া,ল,ব,া,স,া,$,V,PRF,2,PRS,LGSPEC1	ভ,া,ল,ব,ে,স,ে,ছ,ি,স
ভ,া,ল,ব,া,স,া,$,V,HAB,2,PST,LGSPEC1	ভ,া,ল,ব,া,স,ত,ি,স
ভ,া,ল,ব,া,স,া,$,V,PROG,2,PST,LGSPEC1	ভ,া,ল,ব,া,স,ছ,ি,ল,ি
ভ,া,ল,ব,া,স,া,$,V,PRF,3,INFM,PRS	ভ,া,ল,ব,ে,স,ে,ছ,ো
ভ,া,ল,ব,া,স,া,$,V,2,POL,FUT	ভ,া,ল,ব,া,স,ব,ে
ভ,া,ল,ব,া,স,া,$,V,3,POL,FUT	ভ,া,ল,ব,া,স,ব,ে,ন
ভ,া,ল,ব,া,স,া,$,V,1,FUT	ভ,া,ল,ব,া,স,ব,ো
ভ,া,ল,ব,া,স,া,$,V,PRF,3,INFM,PST	ভ,া,ল,ব,ে,স,ে,ছ,ি,ল,ে
ভ,া,ল,ব,া,স,া,$,V,PRF,2,PST,LGSPEC1	ভ,া,ল,ব,ে,স,ে,ছ,ি,ল,ি
ভ,া,ল,ব,া,স,া,$,V,PROG,2,PRS,LGSPEC1	ভ,া,ল,ব,া,স,ছ,ি,স
ভ,া,ল,ব,া,স,া,$,V,3,POL,PST	ভ,া,ল,ব,া,স,ল,ে,ন
ভ,া,ল,ব,া,স,া,$,V,HAB,1,PST	ভ,া,ল,ব,া,স,ত,া,ম
ভ,া,ল,ব,া,স,া,$,V,3,INFM,FUT	ভ,া,ল,ব,া,স,ব,ে
ভ,া,ল,ব,া,স,া,$,V,PRF,2,POL,PST	ভ,া,ল,ব,ে,স,ে,ছ,ি,ল,ো
ভ,া,ল,ব,া,স,া,$,V,1,PRS	ভ,া,ল,ব,া,স,ি
ভ,া,ল,ব,া,স,া,$,V,3,POL,PRS	ভ,া,ল,ব,া,স,ে,ন
ভ,া,ল,ব,া,স,া,$,V,PROG,3,POL,PRS	ভ,া,ল,ব,া,স,ছ,ে,ন
ভ,া,ল,ব,া,স,া,$,V,HAB,2,POL,PST	ভ,া,ল,ব,া,স,ত,ো
ম,র,া,$,V,PROG,3,POL,PRS	ম,র,ছ,ে,ন
ম,র,া,$,V,1,FUT	ম,র,ব,ো
ম,র,া,$,V,3,INFM,PST	ম,র,ল,ে
ম,র,া,$,V,3,INFM,FUT	ম,র,ব,ে
ম,র,া,$,V,2,FUT,LGSPEC1	ম,র,ব,ি
ম,র,া,$,V,1,PST	ম,র,ল,া,ম
ম,র,া,$,V,PROG,3,INFM,PRS	ম,র,ছ,ো
ম,র,া,$,V,3,POL,PST	ম,র,ল,ে,ন
ম,র,া,$,V,2,POL,PRS	ম,র,ে
ম,র,া,$,V,2,PST,LGSPEC1	ম,র,ল,ি
ম,র,া,$,V,PRF,3,POL,PST	ম,র,ে,ছ,ি,ল,ে,ন
ম,র,া,$,V,2,PRS,LGSPEC1	ম,র,ি,স
ম,র,া,$,V,2,POL,PST	ম,র,ল,ো
ম,র,া,$,V,PROG,2,POL,PST	ম,র,ছ,ি,ল,ো
ম,র,া,$,V,PRF,3,INFM,PRS	ম,র,ে,ছ,ো
ম,র,া,$,V,HAB,3,POL,PST	ম,র,ত,ে,ন
ম,র,া,$,V,PRF,1,PRS	ম,র,ে,ছ,ি
ম,র,া,$,V,PROG,1,PST	ম,র,ছ,ি,ল,া,ম
ম,র,া,$,V,PRF,3,POL,PRS	ম,র,ে,ছ,ে,ন
ম,র,া,$,V,PRF,2,POL,PST	ম,র,ে,ছ,ি,ল,ো
ম,র,া,$,V,PRF,1,PST	ম,র,ে,ছ,ি,ল,া,ম
ম,র,া,$,V,HAB,2,POL,PST	ম,র,ত,ো
ম,র,া,$,V,2,POL,FUT	ম,র,ব,ে
ম,র,া,$,V,1,PRS	ম,র,ি
ম,র,া,$,V,PRF,3,INFM,PST	ম,র,ে,ছ,ি,ল,ে
ম,র,া,$,V,PRF,2,PRS,LGSPEC1	ম,র,ে,ছ,ি,স
ম,র,া,$,V,3,POL,FUT	ম,র,ব,ে,ন
ম,র,া,$,V,NFIN	ম,র,ত,ে
ম,র,া,$,V,PROG,3,INFM,PST	ম,র,ছ,ি,ল,ে
ম,র,া,$,V,PROG,1,PRS	ম,র,ছ,ি
ম,র,া,$,V,HAB,1,PST	ম,র,ত,া,ম
ম,র,া,$,V,HAB,2,PST,LGSPEC1	ম,র,ত,ি,স
ম,র,া,$,V,3,POL,PRS	ম,র,ে,ন
ম,র,া,$,V,PROG,2,PRS,LGSPEC1	ম,র,ছ,ি,স
ম,র,া,$,V,3,INFM,PRS	ম,র,ো
ম,র,া,$,V,PRF,2,POL,PRS	ম,র,ে,ছ,ে
ম,র,া,$,V,PROG,2,PST,LGSPEC1	ম,র,ছ,ি,ল,ি
ম,র,া,$,V,PROG,3,POL,PST	ম,র,ছ,ি,ল,ে,ন
ম,র,া,$,V,PRF,2,PST,LGSPEC1	ম,র,ে,ছ,ি,ল,ি
ম,র,া,$,V,HAB,3,INFM,PST	ম,র,ত,ে
ম,র,া,$,V,PROG,2,POL,PRS	ম,র,ছ,ে
ভ,া,ব,া,$,V,PRF,3,INFM,PRS	ভ,ে,ব,ে,ছ,ো
ভ,া,ব,া,$,V,2,PST,LGSPEC1	ভ,া,ব,ল,ি
ভ,া,ব,া,$,V,PROG,3,POL,PRS	ভ,া,ব,ছ,ে,ন
ভ,া,ব,া,$,V,PRF,2,POL,PRS	ভ,ে,ব,ে,ছ,ে
ভ,া,ব,া,$,V,HAB,2,PST,LGSPEC1	ভ,া,ব,ত,ি,স
ভ,া,ব,া,$,V,PRF,2,POL,PST	ভ,ে,ব,ে,ছ,ি,ল,ো
ভ,া,ব,া,$,V,NFIN	ভ,া,ব,ত,ে
ভ,া,ব,া,$,V,PRF,3,POL,PST	ভ,ে,ব,ে,ছ,ি,ল,ে,ন
ভ,া,ব,া,$,V,PROG,3,INFM,PST	ভ,া,ব,ছ,ি,ল,ে
ভ,া,ব,া,$,V,1,PRS	ভ,া,ব,ি
ভ,া,ব,া,$,V,2,POL,PRS	ভ,া,ব,ে
ভ,া,ব,া,$,V,PRF,1,PST	ভ,ে,ব,ে,ছ,ি,ল,া,ম
ভ,া,ব,া,$,V,HAB,2,POL,PST	ভ,া,ব,ত,ো
ভ,া,ব,া,$,V,3,INFM,FUT	ভ,া,ব,ব,ে
ভ,া,ব,া,$,V,PRF,3,INFM,PST	ভ,ে,ব,ে,ছ,ি,ল,ে
ভ,া,ব,া,$,V,PROG,2,PRS,LGSPEC1	ভ,া,ব,ছ,ি,স
ভ,া,ব,া,$,V,2,POL,PST	ভ,া,ব,ল,ো
ভ,া,ব,া,$,V,PRF,2,PRS,LGSPEC1	ভ,ে,ব,ে,ছ,ি,স
ভ,া,ব,া,$,V,2,FUT,LGSPEC1	ভ,া,ব,ব,ি
ভ,া,ব,া,$,V,HAB,3,INFM,PST	ভ,া,ব,ত,ে
ভ,া,ব,া,$,V,3,INFM,PRS	ভ,া,ব,ো
ভ,া,ব,া,$,V,HAB,3,POL,PST	ভ,া,ব,ত,ে,ন
ভ,া,ব,া,$,V,PROG,1,PST	ভ,া,ব,ছ,ি,ল,া,ম
ভ,া,ব,া,$,V,PROG,2,POL,PRS	ভ,া,ব,ছ,ে
ভ,া,ব,া,$,V,3,INFM,PST	ভ,া,ব,ল,ে
ভ,া,ব,া,$,V,PROG,3,INFM,PRS	ভ,া,ব,ছ,ো
ভ,া,ব,া,$,V,2,POL,FUT	ভ,া,ব,ব,ে
ভ,া,ব,া,$,V,3,POL,FUT	ভ,া,ব,ব,ে,ন
ভ,া,ব,া,$,V,3,POL,PST	ভ,া,ব,ল,ে,ন
ভ,া,ব,া,$,V,HAB,1,PST	ভ,া,ব,ত,া,ম
ভ,া,ব,া,$,V,PRF,3,POL,PRS	ভ,ে,ব,ে,ছ,ে,ন
ভ,া,ব,া,$,V,PROG,1,PRS	ভ,া,ব,ছ,ি
ভ,া,ব,া,$,V,1,PST	ভ,া,ব,ল,া,ম
ভ,া,ব,া,$,V,1,FUT	ভ,া,ব,ব,ো
ভ,া,ব,া,$,V,PROG,2,POL,PST	ভ,া,ব,ছ,ি,ল,ো
ভ,া,ব,া,$,V,2,PRS,LGSPEC1	ভ,া,ব,ি,স
ভ,া,ব,া,$,V,PROG,3,POL,PST	ভ,া,ব,ছ,ি,ল,ে,ন
ভ,া,ব,া,$,V,PRF,1,PRS	ভ,ে,ব,ে,ছ,ি
ভ,া,ব,া,$,V,PRF,2,PST,LGSPEC1	ভ,ে,ব,ে,ছ,ি,ল,ি
ভ,া,ব,া,$,V,PROG,2,PST,LGSPEC1	ভ,া,ব,ছ,ি,ল,ি
ভ,া,ব,া,$,V,3,POL,PRS	ভ,া,ব,ে,ন
চ,ো,খ,$,N,GEN,DEF,SG	চ,ো,খ,ট,া,র
চ,ো,খ,$,N,LOC,DEF,SG	চ,ো,খ,ট,া,ত,ে
চ,ো,খ,$,N,ACC,DEF,PL	চ,ো,খ,গ,ু,ল,া
চ,ো,খ,$,N,LOC,DEF,PL	চ,ো,খ,গ,ু,ল,া,ত,ে
চ,ো,খ,$,N,ACC,NDEF	চ,ো,খ
চ,ো,খ,$,N,GEN,NDEF	চ,ো,খ,ে,র
চ,ো,খ,$,N,LOC,NDEF	চ,ো,খ,ে
চ,ো,খ,$,N,GEN,DEF,PL	চ,ো,খ,গ,ু,ল,া,র
চ,ো,খ,$,N,NOM,DEF,PL	চ,ো,খ,গ,ু,ল,া
চ,ো,খ,$,N,ACC,DEF,SG	চ,ো,খ,ট,া
চ,ো,খ,$,N,NOM,DEF,SG	চ,ো,খ,ট,া
চ,ো,খ,$,N,NOM,NDEF	চ,ো,খ
শ,ো,ন,া,$,V,HAB,3,POL,PST	শ,ু,ন,ত,ে,ন
শ,ো,ন,া,$,V,PROG,3,INFM,PST	শ,ু,ন,ছ,ি,ল,ে
শ,ো,ন,া,$,V,PROG,3,INFM,PRS	শ,ু,ন,ছ,ো
শ,ো,ন,া,$,V,2,FUT,LGSPEC1	শ,ু,ন,ব,ি
শ,ো,ন,া,$,V,PRF,2,POL,PRS	শ,ু,ন,ে,ছ,ে
শ,ো,ন,া,$,V,PROG,2,POL,PRS	শ,ু,ন,ছ,ে
শ,ো,ন,া,$,V,1,PST	শ,ু,ন,ল,া,ম
শ,ো,ন,া,$,V,HAB,1,PST	শ,ু,ন,ত,া,ম
শ,ো,ন,া,$,V,2,POL,PRS	শ,ো,ন,ে
শ,ো,ন,া,$,V,3,POL,FUT	শ,ু,ন,ব,ে,ন
শ,ো,ন,া,$,V,3,INFM,PST	শ,ু,ন,ল,ে
শ,ো,ন,া,$,V,PRF,2,POL,PST	শ,ু,ন,ে,ছ,ি,ল,ো
শ,ো,ন,া,$,V,PROG,2,POL,PST	শ,ু,ন,ছ,ি,ল,ো
শ,ো,ন,া,$,V,PROG,2,PST,LGSPEC1	শ,ু,ন,ছ,ি,ল,ি
শ,ো,ন,া,$,V,PROG,3,POL,PST	শ,ু,ন,ছ,ি,ল,ে,ন
শ,ো,ন,া,$,V,PRF,3,INFM,PRS	শ,ু,ন,ে,ছ,ো
শ,ো,ন,া,$,V,PROG,1,PST	শ,ু,ন,ছ,ি,ল,া,ম
শ,ো,ন,া,$,V,PRF,3,POL,PRS	শ,ু,ন,ে,ছ,ে,ন
শ,ো,ন,া,$,V,PRF,3,INFM,PST	শ,ু,ন,ে,ছ,ি,ল,ে
শ,ো,ন,া,$,V,1,FUT	শ,ু,ন,ব,ো
শ,ো,ন,া,$,V,3,INFM,PRS	শ,ো,ন,ো
শ,ো,ন,া,$,V,NFIN	শ,ু,ন,ত,ে
শ,ো,ন,া,$,V,PRF,2,PST,LGSPEC1	শ,ু,ন,ে,ছ,ি,ল,ি
শ,ো,ন,া,$,V,PROG,2,PRS,LGSPEC1	শ,ু,ন,ছ,ি,স
শ,ো,ন,া,$,V,2,POL,PST	শ,ু,ন,ল,ো
শ,ো,ন,া,$,V,2,PST,LGSPEC1	শ,ু,ন,ল,ি
