l,i,a,$,COPY	l,i,a
i,w,n,c,s,$,COPY	i,w,n,c,s
i,w,n,c,s,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,i,w,n,c,s
s,g,g,t,z,$,COPY	s,g,g,t,z
s,g,g,t,z,$,V,FIN,IND,PL,2,PST	m,l,i,s,g,g,t,z
f,m,n,u,k,$,COPY	f,m,n,u,k
f,m,n,u,k,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,m,n,u,k
j,n,n,t,a,$,COPY	j,n,n,t,a
j,n,n,t,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,j,n,n,t,a
f,d,i,j,a,$,COPY	f,d,i,j,a
f,d,i,j,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,d,i,j,a
f,u,n,w,p,$,COPY	f,u,n,w,p
f,u,n,w,p,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,u,n,w,p
z,n,n,h,z,$,COPY	z,n,n,h,z
z,n,n,h,z,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,z,n,n,h,z
f,f,n,b,i,$,COPY	f,f,n,b,i
f,f,n,b,i,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,f,f,n,b,i
j,u,t,z,p,$,COPY	j,u,t,z,p
j,u,t,z,p,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,j,u,t,z,p
r,u,n,z,w,$,COPY	r,u,n,z,w
r,u,n,z,w,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,r,u,n,z,w
m,u,n,z,a,$,COPY	m,u,n,z,a
m,u,n,z,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,m,u,n,z,a
f,s,u,z,w,$,COPY	f,s,u,z,w
f,s,u,z,w,$,V,FIN,IND,SG,2,PST	u,l,i,f,s,u,z,w
g,w,n,s,a,$,COPY	g,w,n,s,a
g,w,n,s,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,g,w,n,s,a
f,u,l,z,n,$,COPY	f,u,l,z,n
f,u,l,z,n,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,u,l,z,n
p,u,n,z,a,$,COPY	p,u,n,z,a
p,u,n,z,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,p,u,n,z,a
f,j,n,w,a,$,COPY	f,j,n,w,a
f,j,n,w,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,j,n,w,a
f,u,n,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,u,n,z,a
f,u,n,n,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,u,n,n,a
t,u,n,i,a,$,COPY	t,u,n,i,a
t,u,n,i,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,u,n,i,a
m,c,n,z,s,$,COPY	m,c,n,z,s
m,c,n,z,s,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,m,c,n,z,s
e,u,a,y,w,$,COPY	e,u,a,y,w
e,u,a,y,w,$,V,FIN,IND,PL,1,FUT	t,u,t,a,e,u,a,y,w
b,u,n,z,a,$,COPY	b,u,n,z,a
b,u,n,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,b,u,n,z,a
f,l,i,z,y,$,COPY	f,l,i,z,y
f,l,i,z,y,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,l,i,z,y
f,r,k,z,a,$,COPY	f,r,k,z,a
f,r,k,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,r,k,z,a
a,k,e,z,a,$,COPY	a,k,e,z,a
a,k,e,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,a,k,e,z,a
f,u,n,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,u,n,z,a
c,f,c,z,a,$,COPY	c,f,c,z,a
c,f,c,z,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,c,f,c,z,a
u,u,w,k,c,$,COPY	u,u,w,k,c
u,u,w,k,c,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,u,u,w,k,c
f,u,n,z,o,$,COPY	f,u,n,z,o
f,u,n,z,o,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,u,n,z,o
j,h,j,t,a,$,COPY	j,h,j,t,a
j,h,j,t,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,j,h,j,t,a
w,u,h,z,a,$,COPY	w,u,h,z,a
w,u,h,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,w,u,h,z,a
f,u,r,f,a,$,COPY	f,u,r,f,a
f,u,r,f,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,u,r,f,a
o,f,n,w,p,$,COPY	o,f,n,w,p
o,f,n,w,p,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,o,f,n,w,p
f,h,y,p,i,$,COPY	f,h,y,p,i
f,h,y,p,i,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,h,y,p,i
f,z,n,z,b,$,COPY	f,z,n,z,b
f,z,n,z,b,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,z,n,z,b
i,f,j,w,b,$,COPY	i,f,j,w,b
i,f,j,w,b,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,i,f,j,w,b
m,y,m,z,$,COPY	m,y,m,z
m,y,m,z,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,m,y,m,z
k,e,m,d,$,COPY	k,e,m,d
k,e,m,d,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,e,m,d
s,e,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,e,m,a
n,e,m,g,$,COPY	n,e,m,g
n,e,m,g,$,V,FIN,IND,PL,3,FUT	w,a,t,a,n,e,m,g
s,s,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,s,m,a
s,l,m,a,$,COPY	s,l,m,a
s,l,m,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,l,m,a
s,c,d,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,c,d,a
s,d,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,d,m,a
g,b,c,a,$,COPY	g,b,c,a
g,b,c,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,g,b,c,a
s,k,n,k,$,COPY	s,k,n,k
s,k,n,k,$,V,FIN	k,u,s,k,n,k
s,w,r,a,$,COPY	s,w,r,a
s,w,r,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,w,r,a
s,b,m,a,$,COPY	s,b,m,a
s,b,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,b,m,a
d,e,m,f,$,COPY	d,e,m,f
d,e,m,f,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,d,e,m,f
o,e,m,a,$,COPY	o,e,m,a
o,e,m,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,o,e,m,a
s,e,r,m,$,COPY	s,e,r,m
s,e,r,m,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,e,r,m
t,s,m,a,$,COPY	t,s,m,a
t,s,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,t,s,m,a
p,e,m,l,$,COPY	p,e,m,l
p,e,m,l,$,V,FIN,IND,PL,2,FUT	m,t,a,p,e,m,l
d,o,f,k,$,COPY	d,o,f,k
d,o,f,k,$,V,FIN,IND,SG,2,FUT	u,t,a,d,o,f,k
b,e,n,a,$,COPY	b,e,n,a
b,e,n,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,b,e,n,a
t,e,m,a,$,COPY	t,e,m,a
t,e,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,t,e,m,a
e,d,m,g,$,COPY	e,d,m,g
e,d,m,g,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,e,d,m,g
i,e,s,a,$,COPY	i,e,s,a
i,e,s,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,i,e,s,a
s,e,p,p,$,COPY	s,e,p,p
s,e,p,p,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,e,p,p
s,k,n,a,$,COPY	s,k,n,a
s,k,n,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,k,n,a
s,j,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,j,m,a
n,e,h,a,$,COPY	n,e,h,a
n,e,h,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,n,e,h,a
y,e,m,l,$,COPY	y,e,m,l
y,e,m,l,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,y,e,m,l
s,e,r,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,e,r,a
s,e,s,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,e,s,a
s,s,l,f,$,COPY	s,s,l,f
s,s,l,f,$,V,FIN,IND,SG,2,PST	u,l,i,s,s,l,f
p,e,m,a,$,COPY	p,e,m,a
p,e,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,p,e,m,a
i,i,c,d,$,COPY	i,i,c,d
i,i,c,d,$,V,FIN,IND,SG,3,PST	a,l,i,i,i,c,d
s,e,r,y,$,COPY	s,e,r,y
s,e,r,y,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,e,r,y
c,e,m,t,$,COPY	c,e,m,t
c,e,m,t,$,V,FIN,COND,SG,3,PRS	a,n,g,e,c,e,m,t
s,c,m,r,$,COPY	s,c,m,r
s,c,m,r,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,c,m,r
n,k,m,a,$,COPY	n,k,m,a
n,k,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,n,k,m,a
s,w,m,a,$,COPY	s,w,m,a
s,w,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,w,m,a
b,m,s,r,$,COPY	b,m,s,r
b,m,s,r,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,b,m,s,r
d,e,m,c,$,COPY	d,e,m,c
d,e,m,c,$,V,INDF,FIN,IND,SG,3,PRS	a,a,d,e,m,c
s,h,m,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,h,m,a
e,e,h,a,$,COPY	e,e,h,a
e,e,h,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,e,e,h,a
s,n,m,m,$,COPY	s,n,m,m
s,n,m,m,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,n,m,m
g,p,m,t,$,COPY	g,p,m,t
g,p,m,t,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,g,p,m,t
s,e,z,f,$,COPY	s,e,z,f
s,e,z,f,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,e,z,f
s,s,m,z,$,COPY	s,s,m,z
s,s,m,z,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,s,m,z
s,e,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,e,m,a
s,e,d,a,$,COPY	s,e,d,a
s,e,d,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,e,d,a
z,h,w,r,$,COPY	z,h,w,r
z,h,w,r,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,z,h,w,r
e,e,d,h,$,COPY	e,e,d,h
e,e,d,h,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,e,e,d,h
s,m,n,i,s,h,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,m,n,i,s,h,a
s,a,c,i,o,i,a,$,COPY	s,a,c,i,o,i,a
s,a,c,i,o,i,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,a,c,i,o,i,a
s,s,t,t,n,h,a,$,COPY	s,s,t,t,n,h,a
s,s,t,t,n,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,s,t,t,n,h,a
s,d,u,e,s,t,a,$,COPY	s,d,u,e,s,t,a
s,d,u,e,s,t,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,d,u,e,s,t,a
s,i,f,i,s,h,a,$,COPY	s,i,f,i,s,h,a
s,i,f,i,s,h,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,i,f,i,s,h,a
s,a,f,i,m,o,a,$,COPY	s,a,f,i,m,o,a
s,a,f,i,m,o,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,a,f,i,m,o,a
s,a,f,t,s,h,a,$,COPY	s,a,f,t,s,h,a
s,a,f,t,s,h,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,a,f,t,s,h,a
s,a,i,b,b,j,a,$,COPY	s,a,i,b,b,j,a
s,a,i,b,b,j,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,a,i,b,b,j,a
s,b,f,h,s,h,a,$,COPY	s,b,f,h,s,h,a
s,b,f,h,s,h,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,b,f,h,s,h,a
s,a,u,i,d,c,a,$,COPY	s,a,u,i,d,c,a
s,a,u,i,d,c,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,a,u,i,d,c,a
s,k,m,w,e,i,a,$,COPY	s,k,m,w,e,i,a
s,k,m,w,e,i,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,k,m,w,e,i,a
s,a,c,i,s,h,a,$,COPY	s,a,c,i,s,h,a
s,a,c,i,s,h,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,a,c,i,s,h,a
s,a,c,i,s,l,a,$,COPY	s,a,c,i,s,l,a
s,a,c,i,s,l,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,a,c,i,s,l,a
s,a,f,o,s,u,a,$,COPY	s,a,f,o,s,u,a
s,a,f,o,s,u,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,a,f,o,s,u,a
s,g,j,i,s,r,a,$,COPY	s,g,j,i,s,r,a
s,g,j,i,s,r,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,g,j,i,s,r,a
s,m,f,f,r,h,a,$,COPY	s,m,f,f,r,h,a
s,m,f,f,r,h,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,m,f,f,r,h,a
s,b,u,i,h,b,a,$,COPY	s,b,u,i,h,b,a
s,b,u,i,h,b,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,b,u,i,h,b,a
s,a,f,i,s,r,a,$,COPY	s,a,f,i,s,r,a
s,a,f,i,s,r,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,a,f,i,s,r,a
s,a,b,i,i,s,a,$,COPY	s,a,b,i,i,s,a
s,a,b,i,i,s,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,a,b,i,i,s,a
s,y,f,i,s,h,a,$,COPY	s,y,f,i,s,h,a
s,y,f,i,s,h,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,y,f,i,s,h,a
s,a,j,z,s,h,a,$,COPY	s,a,j,z,s,h,a
s,a,j,z,s,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,a,j,z,s,h,a
s,a,f,j,s,h,a,$,COPY	s,a,f,j,s,h,a
s,a,f,j,s,h,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,a,f,j,s,h,a
s,a,f,i,i,d,a,$,COPY	s,a,f,i,i,d,a
s,a,f,i,i,d,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,a,f,i,i,d,a
s,r,e,i,t,c,a,$,COPY	s,r,e,i,t,c,a
s,r,e,i,t,c,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,r,e,i,t,c,a
s,a,f,i,j,r,a,$,COPY	s,a,f,i,j,r,a
s,a,f,i,j,r,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,a,f,i,j,r,a
s,a,f,i,s,e,a,$,COPY	s,a,f,i,s,e,a
s,a,f,i,s,e,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,a,f,i,s,e,a
s,j,c,m,s,h,a,$,COPY	s,j,c,m,s,h,a
s,j,c,m,s,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,j,c,m,s,h,a
s,a,f,i,d,h,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,a,f,i,d,h,a
s,a,f,i,p,h,a,$,COPY	s,a,f,i,p,h,a
s,a,f,i,p,h,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,a,f,i,p,h,a
s,m,u,r,a,r,a,$,COPY	s,m,u,r,a,r,a
s,m,u,r,a,r,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,m,u,r,a,r,a
s,a,a,c,s,h,a,$,COPY	s,a,a,c,s,h,a
s,a,a,c,s,h,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,a,a,c,s,h,a
s,w,f,i,s,h,a,$,COPY	s,w,f,i,s,h,a
s,w,f,i,s,h,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,w,f,i,s,h,a
s,t,f,i,u,w,a,$,COPY	s,t,f,i,u,w,a
s,t,f,i,u,w,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,t,f,i,u,w,a
s,w,f,i,s,s,a,$,COPY	s,w,f,i,s,s,a
s,w,f,i,s,s,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,w,f,i,s,s,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,a,f,i,s,h,a
s,a,t,z,w,h,a,$,COPY	s,a,t,z,w,h,a
s,a,t,z,w,h,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,a,t,z,w,h,a
s,f,c,t,s,t,a,$,COPY	s,f,c,t,s,t,a
s,f,c,t,s,t,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,f,c,t,s,t,a
s,z,f,a,g,h,a,$,COPY	s,z,f,a,g,h,a
s,z,f,a,g,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,z,f,a,g,h,a
s,l,f,i,k,h,a,$,COPY	s,l,f,i,k,h,a
s,l,f,i,k,h,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,l,f,i,k,h,a
s,d,o,o,c,n,a,$,COPY	s,d,o,o,c,n,a
s,d,o,o,c,n,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,d,o,o,c,n,a
s,a,f,c,s,o,a,$,COPY	s,a,f,c,s,o,a
s,a,f,c,s,o,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,a,f,c,s,o,a
s,a,f,i,s,h,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,a,f,i,s,h,a
s,a,f,i,s,w,a,$,COPY	s,a,f,i,s,w,a
s,a,f,i,s,w,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,a,f,i,s,w,a
s,c,e,i,h,h,a,$,COPY	s,c,e,i,h,h,a
s,c,e,i,h,h,a,$,V,FIN	k,u,s,c,e,i,h,h,a
s,k,f,w,z,h,a,$,COPY	s,k,f,w,z,h,a
s,k,f,w,z,h,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,k,f,w,z,h,a
s,a,f,i,p,h,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,a,f,i,p,h,a
s,a,g,i,s,h,a,$,COPY	s,a,g,i,s,h,a
s,a,g,i,s,h,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,a,g,i,s,h,a
s,a,f,p,s,h,a,$,COPY	s,a,f,p,s,h,a
s,a,f,p,s,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,a,f,p,s,h,a
s,a,f,i,s,h,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,a,f,i,s,h,a
t,f,e,a,$,COPY	t,f,e,a
t,f,e,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,t,f,e,a
u,h,k,a,$,COPY	u,h,k,a
u,h,k,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,u,h,k,a
t,a,r,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,t,a,r,a
c,a,w,a,$,COPY	c,a,w,a
c,a,w,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,a,w,a
f,j,k,a,$,COPY	f,j,k,a
f,j,k,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,j,k,a
w,n,k,a,$,COPY	w,n,k,a
w,n,k,a,$,V,FIN,IND,SG,3,PST	a,l,i,w,n,k,a
j,a,k,y,$,COPY	j,a,k,y
j,a,k,y,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,j,a,k,y
t,a,k,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,t,a,k,a
t,a,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,t,a,k,a
t,l,k,o,$,COPY	t,l,k,o
t,l,k,o,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,t,l,k,o
r,a,k,l,$,COPY	r,a,k,l
r,a,k,l,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,r,a,k,l
t,r,k,c,$,COPY	t,r,k,c
t,r,k,c,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,t,r,k,c
t,p,r,a,$,COPY	t,p,r,a
t,p,r,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,t,p,r,a
i,a,k,n,$,COPY	i,a,k,n
i,a,k,n,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,i,a,k,n
t,a,e,a,$,COPY	t,a,e,a
t,a,e,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,t,a,e,a
a,m,k,a,$,COPY	a,m,k,a
a,m,k,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,a,m,k,a
j,n,d,a,$,COPY	j,n,d,a
j,n,d,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,j,n,d,a
y,a,s,a,$,COPY	y,a,s,a
y,a,s,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,y,a,s,a
t,a,g,a,$,COPY	t,a,g,a
t,a,g,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,t,a,g,a
t,a,k,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,t,a,k,a
u,b,i,c,$,COPY	u,b,i,c
u,b,i,c,$,V,FIN	k,u,u,b,i,c
y,a,k,l,$,COPY	y,a,k,l
y,a,k,l,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,y,a,k,l
t,a,o,y,$,COPY	t,a,o,y
t,a,o,y,$,V,FIN,IND,SG,2,PST	u,l,i,t,a,o,y
t,n,l,w,$,COPY	t,n,l,w
t,n,l,w,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,t,n,l,w
t,a,k,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,t,a,k,a
t,z,k,a,$,COPY	t,z,k,a
t,z,k,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,t,z,k,a
t,a,s,a,$,COPY	t,a,s,a
t,a,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,t,a,s,a
t,a,k,y,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,t,a,k,y
t,n,k,l,$,COPY	t,n,k,l
t,n,k,l,$,V,FIN,COND,SG,2,PRS	u,n,g,e,t,n,k,l
w,a,y,a,$,COPY	w,a,y,a
w,a,y,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,w,a,y,a
t,a,i,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,t,a,i,a
t,a,j,w,$,COPY	t,a,j,w
t,a,j,w,$,V,FIN,IND,PL,2,FUT	m,t,a,t,a,j,w
d,f,k,a,$,COPY	d,f,k,a
d,f,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,d,f,k,a
t,a,u,a,$,V,FIN,IND,SG,3,FUT	a,t,a,t,a,u,a
w,a,h,a,$,COPY	w,a,h,a
w,a,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,w,a,h,a
y,m,k,a,$,COPY	y,m,k,a
y,m,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,y,m,k,a
t,a,k,u,$,V,FIN,IND,PL,1,PST	t,u,l,i,t,a,k,u
t,n,k,a,$,COPY	t,n,k,a
t,n,k,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,t,n,k,a
d,a,k,a,$,V,FIN,IND,PL,2,PST	m,l,i,d,a,k,a
t,c,o,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,t,c,o,a
z,a,k,w,$,COPY	z,a,k,w
z,a,k,w,$,V,FIN,IND,PL,1,FUT	t,u,t,a,z,a,k,w
t,d,k,a,$,COPY	t,d,k,a
t,d,k,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,t,d,k,a
a,a,g,a,$,COPY	a,a,g,a
a,a,g,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,a,a,g,a
t,z,k,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,t,z,k,a
r,t,k,a,$,COPY	r,t,k,a
r,t,k,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,r,t,k,a
t,a,g,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,t,a,g,a
t,a,e,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,t,a,e,a
k,a,t,a,$,V,FIN	k,u,k,a,t,a
y,a,t,k,$,COPY	y,a,t,k
y,a,t,k,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,y,a,t,k
c,a,h,a,$,COPY	c,a,h,a
c,a,h,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,a,h,a
k,a,t,m,$,COPY	k,a,t,m
k,a,t,m,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,a,t,m
k,w,t,u,$,COPY	k,w,t,u
k,w,t,u,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,w,t,u
f,a,r,a,$,COPY	f,a,r,a
f,a,r,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,a,r,a
k,n,t,m,$,COPY	k,n,t,m
k,n,t,m,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,n,t,m
e,a,g,a,$,COPY	e,a,g,a
e,a,g,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,e,a,g,a
i,a,r,a,$,COPY	i,a,r,a
i,a,r,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,i,a,r,a
k,d,y,a,$,COPY	k,d,y,a
k,d,y,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,d,y,a
l,k,a,a,$,COPY	l,k,a,a
l,k,a,a,$,V,FIN,IND,SG,2,PST	u,l,i,l,k,a,a
o,a,e,z,$,COPY	o,a,e,z
o,a,e,z,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,o,a,e,z
k,a,i,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,a,i,a
m,y,t,a,$,COPY	m,y,t,a
m,y,t,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,m,y,t,a
k,h,f,g,$,COPY	k,h,f,g
k,h,f,g,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,h,f,g
k,a,g,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,a,g,a
k,a,w,a,$,COPY	k,a,w,a
k,a,w,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,a,w,a
y,f,f,a,$,COPY	y,f,f,a
y,f,f,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,y,f,f,a
k,m,k,c,$,COPY	k,m,k,c
