হ,ও,য,়,া,$,COPY	হ,ও,য,়,া
ব,স,দ,আ,ু,$,N,ACC,NDEF	ব,স,দ,আ,ু
ো,শ,ঘ,ত,ভ,$,COPY	ো,শ,ঘ,ত,ভ
ো,শ,ঘ,ত,ভ,$,N,NOM,DEF,SG	ো,শ,ঘ,ত,ভ,ট,া
ছ,স,্,ত,ু,$,COPY	ছ,স,্,ত,ু
ছ,স,্,ত,ু,$,N,GEN,DEF,SG	ছ,স,্,ত,ু,ট,া,র
ব,স,ে,ষ,ঁ,$,COPY	ব,স,ে,ষ,ঁ
ব,স,ে,ষ,ঁ,$,N,LOC,DEF,SG	ব,স,ে,ষ,ঁ,ট,া,ত,ে
ব,স,্,ত,ু,$,N,ACC,DEF,PL	ব,স,্,ত,ু,গ,ু,ল,া
ণ,স,ফ,ত,ু,$,COPY	ণ,স,ফ,ত,ু
ণ,স,ফ,ত,ু,$,N,LOC,DEF,PL	ণ,স,ফ,ত,ু,গ,ু,ল,া,ত,ে
গ,স,জ,ৃ,ু,$,COPY	গ,স,জ,ৃ,ু
গ,স,জ,ৃ,ু,$,N,NOM,NDEF	গ,স,জ,ৃ,ু
ব,ধ,্,ত,ঝ,$,COPY	ব,ধ,্,ত,ঝ
ব,ধ,্,ত,ঝ,$,N,ACC,DEF,SG	ব,ধ,্,ত,ঝ,ট,া
ি,স,ি,ম,ু,$,COPY	ি,স,ি,ম,ু
ি,স,ি,ম,ু,$,N,GEN,NDEF	ি,স,ি,ম,ু,র
হ,ষ,্,দ,ু,$,COPY	হ,ষ,্,দ,ু
হ,ষ,্,দ,ু,$,N,NOM,DEF,PL	হ,ষ,্,দ,ু,গ,ু,ল,া
ল,ি,শ,ু,$,COPY	ল,ি,শ,ু
ল,ি,শ,ু,$,N,ACC,DEF,PL	ল,ি,শ,ু,দ,ে,র,ক,ে
শ,ি,ি,ু,$,COPY	শ,ি,ি,ু
শ,ি,ি,ু,$,N,NOM,DEF,PL	শ,ি,ি,ু,র,া
শ,ি,শ,ই,$,N,GEN,NDEF	শ,ি,শ,ই,র
শ,ঁ,য,হ,$,COPY	শ,ঁ,য,হ
শ,ঁ,য,হ,$,N,GEN,DEF,PL	শ,ঁ,য,হ,দ,ে,র
ঘ,ধ,শ,ট,$,COPY	ঘ,ধ,শ,ট
ঘ,ধ,শ,ট,$,N,GEN,DEF,SG	ঘ,ধ,শ,ট,ট,া,র
ী,া,ঙ,উ,$,COPY	ী,া,ঙ,উ
ী,া,ঙ,উ,$,N,ACC,NDEF	ী,া,ঙ,উ
া,ি,হ,ু,$,COPY	া,ি,হ,ু
া,ি,হ,ু,$,N,NOM,NDEF	া,ি,হ,ু
ো,ি,শ,আ,$,COPY	ো,ি,শ,আ
ো,ি,শ,আ,$,N,ACC,DEF,SG	ো,ি,শ,আ,ট,া,ক,ে
ল,ি,ধ,ু,$,COPY	ল,ি,ধ,ু
ল,ি,ধ,ু,$,N,NOM,DEF,SG	ল,ি,ধ,ু,ট,া
়,ে,হ,$,COPY	়,ে,হ
়,ে,হ,$,N,NOM,DEF,PL	়,ে,হ,গ,ু,ল,া
দ,ল,হ,$,COPY	দ,ল,হ
দ,ল,হ,$,N,LOC,NDEF	দ,ল,হ,ে
দ,ে,হ,$,N,ACC,NDEF	দ,ে,হ
দ,ে,হ,$,N,ACC,DEF,SG	দ,ে,হ,ট,া
ও,ে,ৃ,$,COPY	ও,ে,ৃ
ও,ে,ৃ,$,N,GEN,DEF,PL	ও,ে,ৃ,গ,ু,ল,া,র
উ,ফ,র,$,COPY	উ,ফ,র
উ,ফ,র,$,N,GEN,DEF,SG	উ,ফ,র,ট,া,র
দ,ঝ,হ,$,COPY	দ,ঝ,হ
দ,ঝ,হ,$,N,NOM,NDEF	দ,ঝ,হ
ক,ে,হ,$,COPY	ক,ে,হ
ক,ে,হ,$,N,LOC,DEF,SG	ক,ে,হ,ট,া,ত,ে
দ,ে,ী,$,COPY	দ,ে,ী
দ,ে,ী,$,N,ACC,DEF,PL	দ,ে,ী,গ,ু,ল,া
উ,ে,য,$,COPY	উ,ে,য
উ,ে,য,$,N,GEN,NDEF	উ,ে,য,ে,র
ফ,ে,ি,$,COPY	ফ,ে,ি
ফ,ে,ি,$,N,LOC,DEF,PL	ফ,ে,ি,গ,ু,ল,া,ত,ে
দ,গ,হ,$,COPY	দ,গ,হ
দ,গ,হ,$,N,NOM,DEF,SG	দ,গ,হ,ট,া
চ,ঠ,ম,্,ব,ন, ,ক,র,া,$,COPY	চ,ঠ,ম,্,ব,ন, ,ক,র,া
চ,ঠ,ম,্,ব,ন, ,ক,র,া,$,V,PROG,3,POL,PRS	চ,ঠ,ম,্,ব,ন, ,ক,র,ছ,ে,ন
চ,শ,ঁ,়,ড,ন, ,ক,র,া,$,COPY	চ,শ,ঁ,়,ড,ন, ,ক,র,া
চ,শ,ঁ,়,ড,ন, ,ক,র,া,$,V,PRF,2,POL,PRS	চ,শ,ঁ,়,ড,ন, ,ক,র,ে,ছ,ে
চ,ঝ,ম,্,এ,ন, ,ক,র,া,$,COPY	চ,ঝ,ম,্,এ,ন, ,ক,র,া
চ,ঝ,ম,্,এ,ন, ,ক,র,া,$,V,PROG,3,INFM,PRS	চ,ঝ,ম,্,এ,ন, ,ক,র,ছ,ো
চ,ু,ষ,ে,ফ,ন, ,ক,র,া,$,COPY	চ,ু,ষ,ে,ফ,ন, ,ক,র,া
চ,ু,ষ,ে,ফ,ন, ,ক,র,া,$,V,PRF,3,POL,PST	চ,ু,ষ,ে,ফ,ন, ,ক,র,ে,ছ,ি,ল,ে,ন
চ,ো,ম,ঁ,ব,ন, ,ক,র,া,$,COPY	চ,ো,ম,ঁ,ব,ন, ,ক,র,া
চ,ো,ম,ঁ,ব,ন, ,ক,র,া,$,V,HAB,3,POL,PST	চ,ো,ম,ঁ,ব,ন, ,ক,র,ত,ে,ন
চ,ও,আ,ঙ,ঠ,ন, ,ক,র,া,$,COPY	চ,ও,আ,ঙ,ঠ,ন, ,ক,র,া
চ,ও,আ,ঙ,ঠ,ন, ,ক,র,া,$,V,1,PST	চ,ও,আ,ঙ,ঠ,ন, ,ক,র,ল,া,ম
চ,ন,ম,য,ব,ন, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	চ,ন,ম,য,ব,ন, ,ক,র,ে,ছ,ি,ল,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ি,ল,ি
চ,ফ,ঙ,্,ব,ন, ,ক,র,া,$,COPY	চ,ফ,ঙ,্,ব,ন, ,ক,র,া
চ,ফ,ঙ,্,ব,ন, ,ক,র,া,$,V,PRF,3,INFM,PRS	চ,ফ,ঙ,্,ব,ন, ,ক,র,ে,ছ,ো
চ,ু,ম,্,ঢ,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,ঢ,ন, ,ক,র,া
চ,ু,ম,্,ঢ,ন, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	চ,ু,ম,্,ঢ,ন, ,ক,র,ত,ি,স
চ,ঝ,ব,্,ব,ন, ,ক,র,া,$,COPY	চ,ঝ,ব,্,ব,ন, ,ক,র,া
চ,ঝ,ব,্,ব,ন, ,ক,র,া,$,V,3,INFM,FUT	চ,ঝ,ব,্,ব,ন, ,ক,র,ব,ে
চ,ু,ম,্,এ,ন, ,ক,র,া,$,COPY	চ,ু,ম,্,এ,ন, ,ক,র,া
চ,ু,ম,্,এ,ন, ,ক,র,া,$,V,3,INFM,PRS	চ,ু,ম,্,এ,ন, ,ক,র,ো
চ,ী,ে,্,ত,ন, ,ক,র,া,$,COPY	চ,ী,ে,্,ত,ন, ,ক,র,া
চ,ী,ে,্,ত,ন, ,ক,র,া,$,V,HAB,2,POL,PST	চ,ী,ে,্,ত,ন, ,ক,র,ত,ো
চ,ু,ভ,্,ব,ন, ,ক,র,া,$,COPY	চ,ু,ভ,্,ব,ন, ,ক,র,া
চ,ু,ভ,্,ব,ন, ,ক,র,া,$,V,2,POL,PST	চ,ু,ভ,্,ব,ন, ,ক,র,ল,ো
চ,ু,ম,জ,ব,ন, ,ক,র,া,$,V,1,FUT	চ,ু,ম,জ,ব,ন, ,ক,র,ব,ো
চ,ফ,ম,ম,ব,ন, ,ক,র,া,$,COPY	চ,ফ,ম,ম,ব,ন, ,ক,র,া
চ,ফ,ম,ম,ব,ন, ,ক,র,া,$,V,PROG,2,POL,PST	চ,ফ,ম,ম,ব,ন, ,ক,র,ছ,ি,ল,ো
চ,ও,ু,দ,ব,ন, ,ক,র,া,$,COPY	চ,ও,ু,দ,ব,ন, ,ক,র,া
চ,ও,ু,দ,ব,ন, ,ক,র,া,$,V,PROG,1,PRS	চ,ও,ু,দ,ব,ন, ,ক,র,ছ,ি
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,3,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ে,ন
চ,ু,ম,ঘ,ব,ন, ,ক,র,া,$,COPY	চ,ু,ম,ঘ,ব,ন, ,ক,র,া
চ,ু,ম,ঘ,ব,ন, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	চ,ু,ম,ঘ,ব,ন, ,ক,র,ে,ছ,ি,স
চ,উ,র,এ,শ,ন, ,ক,র,া,$,COPY	চ,উ,র,এ,শ,ন, ,ক,র,া
চ,উ,র,এ,শ,ন, ,ক,র,া,$,V,3,INFM,PST	চ,উ,র,এ,শ,ন, ,ক,র,ল,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PROG,2,POL,PRS	চ,ু,ম,্,ব,ন, ,ক,র,ছ,ে
চ,ঝ,ম,্,ব,ন, ,ক,র,া,$,COPY	চ,ঝ,ম,্,ব,ন, ,ক,র,া
চ,ঝ,ম,্,ব,ন, ,ক,র,া,$,V,1,PRS	চ,ঝ,ম,্,ব,ন, ,ক,র,ি
চ,ি,ম,্,ব,ন, ,ক,র,া,$,V,3,POL,FUT	চ,ি,ম,্,ব,ন, ,ক,র,ব,ে,ন
চ,শ,ম,্,ড,ন, ,ক,র,া,$,COPY	চ,শ,ম,্,ড,ন, ,ক,র,া
চ,শ,ম,্,ড,ন, ,ক,র,া,$,V,3,POL,PRS	চ,শ,ম,্,ড,ন, ,ক,র,ে,ন
চ,ে,ম,্,ব,ন, ,ক,র,া,$,COPY	চ,ে,ম,্,ব,ন, ,ক,র,া
চ,ে,ম,্,ব,ন, ,ক,র,া,$,V,2,PRS,LGSPEC1	চ,ে,ম,্,ব,ন, ,ক,র,ি,স
চ,ষ,ছ,্,ঠ,ন, ,ক,র,া,$,COPY	চ,ষ,ছ,্,ঠ,ন, ,ক,র,া
চ,ষ,ছ,্,ঠ,ন, ,ক,র,া,$,V,2,POL,FUT	চ,ষ,ছ,্,ঠ,ন, ,ক,র,ব,ে
চ,ু,ম,্,ব,ন, ,ক,র,া,$,V,PRF,2,POL,PST	চ,ু,ম,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ো
চ,হ,ম,্,হ,ন, ,ক,র,া,$,COPY	চ,হ,ম,্,হ,ন, ,ক,র,া
চ,হ,ম,্,হ,ন, ,ক,র,া,$,V,3,POL,PST	চ,হ,ম,্,হ,ন, ,ক,র,ল,ে,ন
চ,ু,ও,ী,ব,ন, ,ক,র,া,$,COPY	চ,ু,ও,ী,ব,ন, ,ক,র,া
চ,ু,ও,ী,ব,ন, ,ক,র,া,$,V,PRF,1,PST	চ,ু,ও,ী,ব,ন, ,ক,র,ে,ছ,ি,ল,া,ম
চ,়,খ,্,ব,ন, ,ক,র,া,$,COPY	চ,়,খ,্,ব,ন, ,ক,র,া
চ,়,খ,্,ব,ন, ,ক,র,া,$,V,PRF,3,INFM,PST	চ,়,খ,্,ব,ন, ,ক,র,ে,ছ,ি,ল,ে
চ,ু,ম,ক,ব,ন, ,ক,র,া,$,COPY	চ,ু,ম,ক,ব,ন, ,ক,র,া
চ,ু,ম,ক,ব,ন, ,ক,র,া,$,V,HAB,1,PST	চ,ু,ম,ক,ব,ন, ,ক,র,ত,া,ম
চ,ু,ও,্,ব,ন, ,ক,র,া,$,COPY	চ,ু,ও,্,ব,ন, ,ক,র,া
চ,ু,ও,্,ব,ন, ,ক,র,া,$,V,PROG,3,POL,PST	চ,ু,ও,্,ব,ন, ,ক,র,ছ,ি,ল,ে,ন
চ,ু,ফ,্,ভ,ন, ,ক,র,া,$,COPY	চ,ু,ফ,্,ভ,ন, ,ক,র,া
চ,ু,ফ,্,ভ,ন, ,ক,র,া,$,V,2,PST,LGSPEC1	চ,ু,ফ,্,ভ,ন, ,ক,র,ল,ি
চ,ু,য,ও,ি,ন, ,ক,র,া,$,COPY	চ,ু,য,ও,ি,ন, ,ক,র,া
চ,ু,য,ও,ি,ন, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	চ,ু,য,ও,ি,ন, ,ক,র,ছ,ি,স
চ,ক,ম,ঁ,ক,ন, ,ক,র,া,$,COPY	চ,ক,ম,ঁ,ক,ন, ,ক,র,া
চ,ক,ম,ঁ,ক,ন, ,ক,র,া,$,V,2,POL,PRS	চ,ক,ম,ঁ,ক,ন, ,ক,র,ে
চ,ু,ম,ঠ,ব,ন, ,ক,র,া,$,COPY	চ,ু,ম,ঠ,ব,ন, ,ক,র,া
চ,ু,ম,ঠ,ব,ন, ,ক,র,া,$,V,NFIN	চ,ু,ম,ঠ,ব,ন, ,ক,র,ত,ে
চ,ু,ই,্,়,ন, ,ক,র,া,$,COPY	চ,ু,ই,্,়,ন, ,ক,র,া
চ,ু,ই,্,়,ন, ,ক,র,া,$,V,2,FUT,LGSPEC1	চ,ু,ই,্,়,ন, ,ক,র,ব,ি
চ,ত,ম,ড,ব,ন, ,ক,র,া,$,COPY	চ,ত,ম,ড,ব,ন, ,ক,র,া
চ,ত,ম,ড,ব,ন, ,ক,র,া,$,V,PROG,3,INFM,PST	চ,ত,ম,ড,ব,ন, ,ক,র,ছ,ি,ল,ে
চ,ম,ড,ু,ব,ন, ,ক,র,া,$,COPY	চ,ম,ড,ু,ব,ন, ,ক,র,া
চ,ম,ড,ু,ব,ন, ,ক,র,া,$,V,PROG,1,PST	চ,ম,ড,ু,ব,ন, ,ক,র,ছ,ি,ল,া,ম
চ,ঠ,ু,্,ব,ন, ,ক,র,া,$,COPY	চ,ঠ,ু,্,ব,ন, ,ক,র,া
চ,ঠ,ু,্,ব,ন, ,ক,র,া,$,V,PRF,1,PRS	চ,ঠ,ু,্,ব,ন, ,ক,র,ে,ছ,ি
চ,ু,গ,্,ব,ন, ,ক,র,া,$,V,HAB,3,INFM,PST	চ,ু,গ,্,ব,ন, ,ক,র,ত,ে
অ,প,গ,র,ো,ধ,$,COPY	অ,প,গ,র,ো,ধ
অ,প,গ,র,ো,ধ,$,N,GEN,DEF,PL	অ,প,গ,র,ো,ধ,গ,ু,ল,া,র
অ,ণ,ু,ম,প,ধ,$,COPY	অ,ণ,ু,ম,প,ধ
অ,ণ,ু,ম,প,ধ,$,N,ACC,NDEF	অ,ণ,ু,ম,প,ধ
অ,ক,দ,র,ো,ধ,$,COPY	অ,ক,দ,র,ো,ধ
অ,ক,দ,র,ো,ধ,$,N,GEN,DEF,SG	অ,ক,দ,র,ো,ধ,ট,া,র
অ,ন,ু,র,ো,ধ,$,N,LOC,DEF,PL	অ,ন,ু,র,ো,ধ,গ,ু,ল,া,ত,ে
অ,ন,ক,র,ো,ধ,$,COPY	অ,ন,ক,র,ো,ধ
অ,ন,ক,র,ো,ধ,$,N,ACC,DEF,PL	অ,ন,ক,র,ো,ধ,গ,ু,ল,া
অ,ী,ু,চ,ো,ধ,$,COPY	অ,ী,ু,চ,ো,ধ
অ,ী,ু,চ,ো,ধ,$,N,NOM,DEF,SG	অ,ী,ু,চ,ো,ধ,ট,া
অ,চ,প,র,ো,ধ,$,COPY	অ,চ,প,র,ো,ধ
অ,চ,প,র,ো,ধ,$,N,LOC,DEF,SG	অ,চ,প,র,ো,ধ,ট,া,ত,ে
অ,ন,ু,জ,ো,ধ,$,COPY	অ,ন,ু,জ,ো,ধ
অ,ন,ু,জ,ো,ধ,$,N,GEN,NDEF	অ,ন,ু,জ,ো,ধ,ে,র
অ,ন,দ,র,ো,ধ,$,COPY	অ,ন,দ,র,ো,ধ
অ,ন,দ,র,ো,ধ,$,N,ACC,DEF,SG	অ,ন,দ,র,ো,ধ,ট,া
অ,ন,ষ,র,ো,ধ,$,COPY	অ,ন,ষ,র,ো,ধ
অ,ন,ষ,র,ো,ধ,$,N,NOM,DEF,PL	অ,ন,ষ,র,ো,ধ,গ,ু,ল,া
অ,খ,স,র,ো,ধ,$,COPY	অ,খ,স,র,ো,ধ
অ,খ,স,র,ো,ধ,$,N,LOC,NDEF	অ,খ,স,র,ো,ধ,ে
অ,ন,ু,হ,ো,ধ,$,COPY	অ,ন,ু,হ,ো,ধ
অ,ন,ু,হ,ো,ধ,$,N,NOM,NDEF	অ,ন,ু,হ,ো,ধ
ভ,া,ল,হ,া,স,া,$,COPY	ভ,া,ল,হ,া,স,া
ভ,া,ল,হ,া,স,া,$,V,PRF,2,POL,PRS	ভ,া,ল,হ,ে,স,ে,ছ,ে
ভ,া,ল,ছ,া,স,া,$,COPY	ভ,া,ল,ছ,া,স,া
ভ,া,ল,ছ,া,স,া,$,V,PROG,3,INFM,PRS	ভ,া,ল,ছ,া,স,ছ,ো
ভ,র,ল,ব,া,স,া,$,COPY	ভ,র,ল,ব,া,স,া
ভ,র,ল,ব,া,স,া,$,V,3,INFM,PST	ভ,র,ল,ব,া,স,ল,ে
ভ,া,ক,আ,া,স,া,$,COPY	ভ,া,ক,আ,া,স,া
ভ,া,ক,আ,া,স,া,$,V,PRF,3,POL,PST	ভ,া,ক,আ,ে,স,ে,ছ,ি,ল,ে,ন
ভ,া,ঝ,আ,প,স,া,$,COPY	ভ,া,ঝ,আ,প,স,া
ভ,া,ঝ,আ,প,স,া,$,V,HAB,3,POL,PST	ভ,া,ঝ,আ,প,স,ত,ে,ন
ভ,ম,ল,ব,প,স,া,$,COPY	ভ,ম,ল,ব,প,স,া
ভ,ম,ল,ব,প,স,া,$,V,HAB,3,INFM,PST	ভ,ম,ল,ব,প,স,ত,ে
ভ,া,ৃ,ব,অ,স,া,$,COPY	ভ,া,ৃ,ব,অ,স,া
ভ,া,ৃ,ব,অ,স,া,$,V,2,POL,PRS	ভ,া,ৃ,ব,অ,স,ে
ভ,া,ল,ব,া,স,া,$,V,2,PST,LGSPEC1	ভ,া,ল,ব,া,স,ল,ি
ভ,ন,ল,ব,া,স,া,$,COPY	ভ,ন,ল,ব,া,স,া
ভ,ন,ল,ব,া,স,া,$,V,1,PST	ভ,ন,ল,ব,া,স,ল,া,ম
ভ,া,ল,ব,ব,স,া,$,V,2,POL,PST	ভ,া,ল,ব,ব,স,ল,ো
ভ,ড,ল,ব,া,স,া,$,COPY	ভ,ড,ল,ব,া,স,া
ভ,ড,ল,ব,া,স,া,$,V,PROG,3,INFM,PST	ভ,ড,ল,ব,া,স,ছ,ি,ল,ে
ভ,া,ল,ব,া,স,া,$,V,2,PRS,LGSPEC1	ভ,া,ল,ব,া,স,ি,স
ভ,া,ল,ব,া,স,া,$,V,3,INFM,PRS	ভ,া,ল,ব,া,স,ো
ও,া,খ,ব,া,স,া,$,COPY	ও,া,খ,ব,া,স,া
ও,া,খ,ব,া,স,া,$,V,PRF,3,POL,PRS	ও,া,খ,ব,ে,স,ে,ছ,ে,ন
ভ,চ,ল,ধ,অ,স,া,$,COPY	ভ,চ,ল,ধ,অ,স,া
ভ,চ,ল,ধ,অ,স,া,$,V,PROG,2,POL,PRS	ভ,চ,ল,ধ,অ,স,ছ,ে
ভ,া,ল,ট,ঁ,স,া,$,COPY	ভ,া,ল,ট,ঁ,স,া
ভ,া,ল,ট,ঁ,স,া,$,V,PROG,3,POL,PST	ভ,া,ল,ট,ঁ,স,ছ,ি,ল,ে,ন
ভ,া,ল,ক,া,স,া,$,COPY	ভ,া,ল,ক,া,স,া
ভ,া,ল,ক,া,স,া,$,V,PRF,1,PRS	ভ,া,ল,ক,ে,স,ে,ছ,ি
ভ,া,হ,ব,ফ,স,া,$,COPY	ভ,া,হ,ব,ফ,স,া
ভ,া,হ,ব,ফ,স,া,$,V,PROG,1,PRS	ভ,া,হ,ব,ফ,স,ছ,ি
ভ,ঝ,ল,ব,শ,স,া,$,COPY	ভ,ঝ,ল,ব,শ,স,া
ভ,ঝ,ল,ব,শ,স,া,$,V,PROG,1,PST	ভ,ঝ,ল,ব,শ,স,ছ,ি,ল,া,ম
ভ,ঠ,ড,ব,ঙ,স,া,$,COPY	ভ,ঠ,ড,ব,ঙ,স,া
ভ,ঠ,ড,ব,ঙ,স,া,$,V,2,FUT,LGSPEC1	ভ,ঠ,ড,ব,ঙ,স,ব,ি
ভ,স,ই,ব,অ,স,া,$,COPY	ভ,স,ই,ব,অ,স,া
ভ,স,ই,ব,অ,স,া,$,V,NFIN	ভ,স,ই,ব,অ,স,ত,ে
ভ,ত,ল,ব,া,স,া,$,V,PROG,2,POL,PST	ভ,ত,ল,ব,া,স,ছ,ি,ল,ো
ভ,া,ল,ব,া,স,া,$,V,PRF,1,PST	ভ,া,ল,ব,ে,স,ে,ছ,ি,ল,া,ম
ভ,া,জ,ব,া,স,া,$,COPY	ভ,া,জ,ব,া,স,া
ভ,া,জ,ব,া,স,া,$,V,PRF,2,PRS,LGSPEC1	ভ,া,জ,ব,ে,স,ে,ছ,ি,স
ভ,া,ল,়,ম,স,া,$,COPY	ভ,া,ল,়,ম,স,া
ভ,া,ল,়,ম,স,া,$,V,HAB,2,PST,LGSPEC1	ভ,া,ল,়,ম,স,ত,ি,স
ভ,হ,ল,ব,া,স,া,$,V,PROG,2,PST,LGSPEC1	ভ,হ,ল,ব,া,স,ছ,ি,ল,ি
ভ,ই,ল,ষ,া,স,া,$,COPY	ভ,ই,ল,ষ,া,স,া
ভ,ই,ল,ষ,া,স,া,$,V,PRF,3,INFM,PRS	ভ,ই,ল,ষ,ে,স,ে,ছ,ো
ভ,া,়,ব,উ,স,া,$,COPY	ভ,া,়,ব,উ,স,া
ভ,া,়,ব,উ,স,া,$,V,2,POL,FUT	ভ,া,়,ব,উ,স,ব,ে
ভ,ে,ল,ঁ,দ,স,া,$,COPY	ভ,ে,ল,ঁ,দ,স,া
ভ,ে,ল,ঁ,দ,স,া,$,V,3,POL,FUT	ভ,ে,ল,ঁ,দ,স,ব,ে,ন
ভ,া,্,ব,ট,স,া,$,COPY	ভ,া,্,ব,ট,স,া
ভ,া,্,ব,ট,স,া,$,V,1,FUT	ভ,া,্,ব,ট,স,ব,ো
চ,া,ল,ব,া,স,া,$,COPY	চ,া,ল,ব,া,স,া
চ,া,ল,ব,া,স,া,$,V,PRF,3,INFM,PST	চ,া,ল,ব,ে,স,ে,ছ,ি,ল,ে
ভ,ল,ঢ,ো,া,স,া,$,COPY	ভ,ল,ঢ,ো,া,স,া
ভ,ল,ঢ,ো,া,স,া,$,V,PRF,2,PST,LGSPEC1	ভ,ল,ঢ,ো,ে,স,ে,ছ,ি,ল,ি
ভ,ি,ঠ,ল,ঘ,স,া,$,COPY	ভ,ি,ঠ,ল,ঘ,স,া
ভ,ি,ঠ,ল,ঘ,স,া,$,V,PROG,2,PRS,LGSPEC1	ভ,ি,ঠ,ল,ঘ,স,ছ,ি,স
ভ,উ,ল,ব,া,স,া,$,COPY	ভ,উ,ল,ব,া,স,া
ভ,উ,ল,ব,া,স,া,$,V,3,POL,PST	ভ,উ,ল,ব,া,স,ল,ে,ন
ভ,া,ল,্,া,স,া,$,V,HAB,1,PST	ভ,া,ল,্,া,স,ত,া,ম
ভ,ু,ল,ব,া,স,া,$,COPY	ভ,ু,ল,ব,া,স,া
ভ,ু,ল,ব,া,স,া,$,V,3,INFM,FUT	ভ,ু,ল,ব,া,স,ব,ে
ভ,ষ,ট,গ,া,স,া,$,COPY	ভ,ষ,ট,গ,া,স,া
ভ,ষ,ট,গ,া,স,া,$,V,PRF,2,POL,PST	ভ,ষ,ট,গ,ে,স,ে,ছ,ি,ল,ো
ভ,ঙ,ল,ব,ম,স,া,$,COPY	ভ,ঙ,ল,ব,ম,স,া
ভ,ঙ,ল,ব,ম,স,া,$,V,1,PRS	ভ,ঙ,ল,ব,ম,স,ি
ভ,া,ল,়,া,স,া,$,COPY	ভ,া,ল,়,া,স,া
ভ,া,ল,়,া,স,া,$,V,3,POL,PRS	ভ,া,ল,়,া,স,ে,ন
ভ,া,অ,ব,ই,স,া,$,COPY	ভ,া,অ,ব,ই,স,া
ভ,া,অ,ব,ই,স,া,$,V,PROG,3,POL,PRS	ভ,া,অ,ব,ই,স,ছ,ে,ন
ভ,ী,ল,ব,ে,স,া,$,COPY	ভ,ী,ল,ব,ে,স,া
ভ,ী,ল,ব,ে,স,া,$,V,HAB,2,POL,PST	ভ,ী,ল,ব,ে,স,ত,ো
ভ,া,ব,া,$,V,2,PST,LGSPEC1	ভ,া,ব,ল,ি
ঘ,ই,খ,া,$,COPY	ঘ,ই,খ,া
ঘ,ই,খ,া,$,V,PROG,3,POL,PRS	ঘ,ই,খ,ছ,ে,ন
শ,য,স,া,$,COPY	শ,য,স,া
শ,য,স,া,$,V,HAB,2,PST,LGSPEC1	শ,য,স,ত,ি,স
জ,া,ব,া,$,COPY	জ,া,ব,া
জ,া,ব,া,$,V,NFIN	জ,া,ব,ত,ে
ে,া,ব,া,$,COPY	ে,া,ব,া
ে,া,ব,া,$,V,PROG,3,INFM,PST	ে,া,ব,ছ,ি,ল,ে
ঢ,া,ঝ,া,$,COPY	ঢ,া,ঝ,া
ঢ,া,ঝ,া,$,V,1,PRS	ঢ,া,ঝ,ি
অ,এ,স,া,$,COPY	অ,এ,স,া
অ,এ,স,া,$,V,2,POL,PRS	অ,এ,স,ে
চ,র,ব,া,$,COPY	চ,র,ব,া
চ,র,ব,া,$,V,HAB,2,POL,PST	চ,র,ব,ত,ো
ভ,া,ড,া,$,V,PROG,2,PRS,LGSPEC1	ভ,া,ড,ছ,ি,স
ভ,ি,ব,া,$,COPY	ভ,ি,ব,া
ভ,ি,ব,া,$,V,2,POL,PST	ভ,ি,ব,ল,ো
ভ,া,ব,া,$,V,HAB,3,INFM,PST	ভ,া,ব,ত,ে
ভ,়,ন,া,$,COPY	ভ,়,ন,া
ভ,়,ন,া,$,V,3,INFM,PRS	ভ,়,ন,ো
ঘ,ভ,ন,া,$,COPY	ঘ,ভ,ন,া
ঘ,ভ,ন,া,$,V,HAB,3,POL,PST	ঘ,ভ,ন,ত,ে,ন
ভ,ী,ব,া,$,V,PROG,1,PST	ভ,ী,ব,ছ,ি,ল,া,ম
ভ,া,ী,া,$,COPY	ভ,া,ী,া
ভ,া,ী,া,$,V,PROG,2,POL,PRS	ভ,া,ী,ছ,ে
ভ,ঢ,ি,া,$,COPY	ভ,ঢ,ি,া
ভ,ঢ,ি,া,$,V,3,INFM,PST	ভ,ঢ,ি,ল,ে
স,ন,্,া,$,COPY	স,ন,্,া
স,ন,্,া,$,V,PROG,3,INFM,PRS	স,ন,্,ছ,ো
ভ,দ,ব,া,$,COPY	ভ,দ,ব,া
ভ,দ,ব,া,$,V,3,POL,PST	ভ,দ,ব,ল,ে,ন
ছ,া,চ,া,$,V,HAB,1,PST	ছ,া,চ,ত,া,ম
ভ,া,ক,া,$,COPY	ভ,া,ক,া
ভ,া,ক,া,$,V,PROG,1,PRS	ভ,া,ক,ছ,ি
ভ,আ,ব,া,$,V,1,PST	ভ,আ,ব,ল,া,ম
ল,া,ত,া,$,COPY	ল,া,ত,া
ল,া,ত,া,$,V,PROG,2,POL,PST	ল,া,ত,ছ,ি,ল,ো
