т,ү,ш,ү,н,д,ү,р,ү,ү,$,V,SG,1,PRS	т,ү,ш,ү,н,д,ү,р,ү,ү,д,ө,м,ү,н
с,ы,н,д,ы,р,у,у,$,V,PL,2,INFM,PST	с,ы,н,д,ы,р,д,ы,ң,a,р
с,ы,н,д,ы,р,у,у,$,V,PROG,SG,2,INFM,PRS	с,ы,н,д,ы,р,ы,п, ,ж,a,т,a,с,ы,ң
с,ы,н,д,ы,р,у,у,$,V,PROG,SG,3,PST	с,ы,н,д,ы,р,ы,п, ,ж,a,т,к,a,н
с,ы,н,д,ы,р,у,у,$,V,COND,PL,1,FUT	с,ы,н,д,ы,p,a,p,б,ы,з
с,ы,н,д,ы,р,у,у,$,V,COND,SG,2,INFM,FUT	с,ы,н,д,ы,p,a,p,с,ы,ң
с,ы,н,д,ы,р,у,у,$,V,SG,3,PST	с,ы,н,д,ы,р,д,ы
с,ы,н,д,ы,р,у,у,$,V,PL,1,FUT	с,ы,н,д,ы,р,a,б,ы,з
с,ы,н,д,ы,р,у,у,$,V,PL,2,INFM,FUT	с,ы,н,д,ы,р,a,с,ы,ң,a,р
с,ы,н,д,ы,р,у,у,$,V,PL,2,INFM,PRS	с,ы,н,д,ы,р,у,у,д,a,с,ы,ң,a,р
с,ы,н,д,ы,р,у,у,$,V,SG,3,FUT	с,ы,н,д,ы,р,a,т
с,ы,н,д,ы,р,у,у,$,V,COND,SG,1,FUT	с,ы,н,д,ы,p,a,p,м,ы,н
с,ы,н,д,ы,р,у,у,$,V,FRML,SG,2,FUT	с,ы,н,д,ы,р,a,с,ы,з
с,ы,н,д,ы,р,у,у,$,V,SG,3,PRS	с,ы,н,д,ы,р,у,у,д,a
с,ы,н,д,ы,р,у,у,$,V,PROG,PL,2,INFM,PST	с,ы,н,д,ы,р,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
с,ы,н,д,ы,р,у,у,$,V,FRML,COND,SG,2,FUT	с,ы,н,д,ы,p,a,p,с,ы,з
с,ы,н,д,ы,р,у,у,$,V,SG,1,PST	с,ы,н,д,ы,р,д,ы,м
с,ы,н,д,ы,р,у,у,$,V,PRF,PL,2,INFM,PST	с,ы,н,д,ы,p,г,a,н,с,ы,ң,a,p
с,ы,н,д,ы,р,у,у,$,V,PL,3,PST	с,ы,н,д,ы,р,ы,ш,т,ы
с,ы,н,д,ы,р,у,у,$,V,SG,2,INFM,FUT	с,ы,н,д,ы,р,a,с,ы,ң
с,ы,н,д,ы,р,у,у,$,V,PL,3,PRS	с,ы,н,д,ы,р,у,у,д,a
с,ы,н,д,ы,р,у,у,$,V,SG,2,INFM,PST	с,ы,н,д,ы,р,д,ы,ң
с,ы,н,д,ы,р,у,у,$,V,COND,PL,2,INFM,FUT	с,ы,н,д,ы,p,a,p,с,ы,ң,a,p
с,ы,н,д,ы,р,у,у,$,V,PROG,PL,3,PST	с,ы,н,д,ы,р,ы,п, ,ж,a,т,ы,ш,к,a,н
с,ы,н,д,ы,р,у,у,$,V,HAB,PL,2,INFM,PST	с,ы,н,д,ы,p,ч,у,ң,a,p
с,ы,н,д,ы,р,у,у,$,V,COND,PL,3,FUT	с,ы,н,д,ы,p,ы,ш,a,p
с,ы,н,д,ы,р,у,у,$,V,SG,1,FUT	с,ы,н,д,ы,р,a,м,ы,н
с,ы,н,д,ы,р,у,у,$,V,HAB,SG,2,INFM,PST	с,ы,н,д,ы,p,ч,у,с,у,ң
с,ы,н,д,ы,р,у,у,$,V,PROG,SG,2,INFM,PST	с,ы,н,д,ы,р,ы,п, ,ж,a,т,к,a,н,с,ы,ң
o,к,у,т,у,у,$,V,HAB,PL,3,PST	o,к,у,т,у,ш,ч,у
o,к,у,т,у,у,$,V,PL,3,PRS	o,к,у,т,у,у,д,a
o,к,у,т,у,у,$,V,FRML,SG,2,PRS	o,к,у,т,у,у,д,a,с,ы,з
o,к,у,т,у,у,$,V,PRF,PL,3,PST	o,к,у,т,у,ш,к,a,н
o,к,у,т,у,у,$,V,PRF,PL,2,INFM,PST	o,к,у,т,к,a,н,с,ы,ң,a,p
o,к,у,т,у,у,$,V,COND,PL,1,FUT	o,к,у,т,a,p,б,ы,з
o,к,у,т,у,у,$,V,COND,SG,2,INFM,FUT	o,к,у,т,a,p,с,ы,ң
o,к,у,т,у,у,$,V,HAB,SG,1,PST	o,к,у,т,ч,у,м,у,н
o,к,у,т,у,у,$,V,PRF,PL,1,PST	o,к,у,т,к,a,н,б,ы,з
o,к,у,т,у,у,$,V,PROG,SG,2,INFM,PRS	o,к,у,т,у,п, ,ж,a,т,a,с,ы,ң
o,к,у,т,у,у,$,V,PRF,SG,3,PST	o,к,у,т,к,a,н
o,к,у,т,у,у,$,V,PL,2,INFM,FUT	o,к,у,т,a,с,ы,ң,a,р
o,к,у,т,у,у,$,V,FRML,COND,SG,2,FUT	o,к,у,т,a,p,с,ы,з
o,к,у,т,у,у,$,V,PROG,SG,1,PST	o,к,у,т,у,п, ,ж,a,т,к,a,м,ы,н
o,к,у,т,у,у,$,V,HAB,SG,2,INFM,PST	o,к,у,т,ч,у,с,у,ң
o,к,у,т,у,у,$,V,SG,3,PRS	o,к,у,т,у,у,д,a
o,к,у,т,у,у,$,V,COND,SG,1,FUT	o,к,у,т,a,p,м,ы,н
o,к,у,т,у,у,$,V,PROG,PL,3,PST	o,к,у,т,у,п, ,ж,a,т,ы,ш,к,a,н
o,к,у,т,у,у,$,V,PL,2,INFM,PRS	o,к,у,т,у,у,д,a,с,ы,ң,a,р
o,к,у,т,у,у,$,V,SG,1,FUT	o,к,у,т,a,м,ы,н
o,к,у,т,у,у,$,V,PROG,PL,2,INFM,PST	o,к,у,т,у,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
o,к,у,т,у,у,$,V,PROG,FRML,SG,2,PRS	o,к,у,т,у,п, ,ж,a,т,a,с,ы,з
o,к,у,т,у,у,$,V,SG,3,FUT	o,к,у,т,a,т
o,к,у,т,у,у,$,V,PROG,PL,2,INFM,PRS	o,к,у,т,у,п, ,ж,a,т,a,с,ы,ң,a,р
o,к,у,т,у,у,$,V,PL,3,FUT	o,к,у,т,у,ш,a,т
o,к,у,т,у,у,$,V,PL,2,INFM,PST	o,к,у,т,т,у,ң,a,р
o,к,у,т,у,у,$,V,HAB,PL,1,PST	o,к,у,т,ч,у,б,у,з
o,к,у,т,у,у,$,V,PL,1,PST	o,к,у,т,т,у,к
o,к,у,т,у,у,$,V,SG,3,PST	o,к,у,т,т,у
o,к,у,т,у,у,$,V,PROG,SG,1,PRS	o,к,у,т,у,п, ,ж,a,т,a,м,ы,н
o,к,у,т,у,у,$,V,PROG,SG,3,PST	o,к,у,т,у,п, ,ж,a,т,к,a,н
o,к,у,т,у,у,$,V,SG,1,PRS	o,к,у,т,у,у,д,a,м,ы,н
o,к,у,т,у,у,$,V,PRF,FRML,SG,2,PST	o,к,у,т,к,a,н,с,ы,з
o,к,у,т,у,у,$,V,PRF,SG,1,PST	o,к,у,т,к,a,н,м,ы,н
o,к,у,т,у,у,$,V,PL,1,FUT	o,к,у,т,a,б,ы,з
o,к,у,т,у,у,$,V,COND,PL,2,INFM,FUT	o,к,у,т,a,p,с,ы,ң,a,p
o,к,у,т,у,у,$,V,PROG,PL,1,PRS	o,к,у,т,у,п, ,ж,a,т,a,б,ы,з
o,к,у,т,у,у,$,V,PROG,PL,3,PRS	o,к,у,т,у,п, ,ж,a,т,ы,ш,a,т
o,к,у,т,у,у,$,V,PL,3,PST	o,к,у,т,у,ш,т,у
o,к,у,т,у,у,$,V,PL,1,PRS	o,к,у,т,у,у,д,a,б,ы,з
o,к,у,т,у,у,$,V,COND,SG,3,FUT	o,к,у,т,a,p
o,к,у,т,у,у,$,V,HAB,SG,3,PST	o,к,у,т,ч,у
o,к,у,т,у,у,$,V,HAB,FRML,SG,2,PST	o,к,у,т,ч,у,с,у,з
o,к,у,т,у,у,$,V,PROG,FRML,SG,2,PST	o,к,у,т,у,п, ,ж,a,т,к,a,н,с,ы,з
o,к,у,т,у,у,$,V,FRML,SG,2,PST	o,к,у,т,т,у,ң,у,з
o,к,у,т,у,у,$,V,PROG,SG,2,INFM,PST	o,к,у,т,у,п, ,ж,a,т,к,a,н,с,ы,ң
o,к,у,т,у,у,$,V,COND,PL,3,FUT	o,к,у,т,у,ш,a,p
o,к,у,т,у,у,$,V,SG,2,INFM,PRS	o,к,у,т,у,у,д,a,с,ы,ң
o,к,у,т,у,у,$,V,FRML,SG,2,FUT	o,к,у,т,a,с,ы,з
o,к,у,т,у,у,$,V,PRF,SG,2,INFM,PST	o,к,у,т,к,a,н,с,ы,ң
o,к,у,т,у,у,$,V,SG,2,INFM,PST	o,к,у,т,т,у,ң
o,к,у,т,у,у,$,V,HAB,PL,2,INFM,PST	o,к,у,т,ч,у,ң,a,p
o,к,у,т,у,у,$,V,SG,2,INFM,FUT	o,к,у,т,a,с,ы,ң
o,к,у,т,у,у,$,V,SG,1,PST	o,к,у,т,т,у,м
o,к,у,т,у,у,$,V,PROG,SG,3,PRS	o,к,у,т,у,п, ,ж,a,т,a,т
o,к,у,т,у,у,$,V,PROG,PL,1,PST	o,к,у,т,у,п, ,ж,a,т,к,a,н,б,ы,з
к,ө,р,ү,ү,$,V,HAB,PL,3,PST	к,ө,p,ү,ш,ч,ү
к,ө,р,ү,ү,$,V,PL,3,FUT	к,ө,р,ү,ш,ө,т
к,ө,р,ү,ү,$,V,FRML,SG,2,PRS	к,ө,р,ү,ү,д,ө,с,ү,з
к,ө,р,ү,ү,$,V,PL,3,PST	к,ө,р,ү,ш,т,ү
к,ө,р,ү,ү,$,V,HAB,FRML,SG,2,PST	к,ө,p,ч,ү,с,ү,з
к,ө,р,ү,ү,$,V,PL,2,INFM,FUT	к,ө,р,ө,с,ү,ң,ө,р
к,ө,р,ү,ү,$,V,PL,2,INFM,PRS	к,ө,р,ү,ү,д,ө,с,ү,ң,ө,р
к,ө,р,ү,ү,$,V,COND,SG,3,FUT	к,ө,p,ө,p
к,ө,р,ү,ү,$,V,COND,PL,1,FUT	к,ө,p,ө,p,б,ү,з
к,ө,р,ү,ү,$,V,COND,PL,2,INFM,FUT	к,ө,p,ө,p,с,ү,ң,ө,p
к,ө,р,ү,ү,$,V,PROG,SG,1,PST	к,ө,р,ү,п, ,ж,a,т,к,a,м,ы,н
к,ө,р,ү,ү,$,V,PRF,SG,1,PST	к,ө,p,г,ө,н,м,ү,н
к,ө,р,ү,ү,$,V,SG,1,PST	к,ө,р,д,ү,м
к,ө,р,ү,ү,$,V,PRF,SG,2,INFM,PST	к,ө,p,г,ө,н,с,ү,ң
к,ө,р,ү,ү,$,V,PRF,PL,1,PST	к,ө,p,г,ө,н,б,ү,з
к,ө,р,ү,ү,$,V,HAB,SG,1,PST	к,ө,p,ч,ү,м,ү,н
к,ө,р,ү,ү,$,V,SG,2,INFM,PST	к,ө,р,д,ү,ң
к,ө,р,ү,ү,$,V,PL,3,PRS	к,ө,р,ү,ү,д,ө
к,ө,р,ү,ү,$,V,FRML,COND,SG,2,FUT	к,ө,p,ө,p,с,ү,з
к,ө,р,ү,ү,$,V,PROG,PL,1,PRS	к,ө,р,ү,п, ,ж,a,т,a,б,ы,з
к,ө,р,ү,ү,$,V,PRF,FRML,SG,2,PST	к,ө,p,г,ө,н,с,ү,з
к,ө,р,ү,ү,$,V,SG,1,FUT	к,ө,р,ө,м,ү,н
к,ө,р,ү,ү,$,V,HAB,SG,3,PST	к,ө,p,ч,ү
к,ө,р,ү,ү,$,V,PROG,PL,1,PST	к,ө,р,ү,п, ,ж,a,т,к,a,н,б,ы,з
к,ө,р,ү,ү,$,V,SG,2,INFM,PRS	к,ө,р,ү,ү,д,ө,с,ү,ң
к,ө,р,ү,ү,$,V,SG,3,PST	к,ө,р,д,ү
к,ө,р,ү,ү,$,V,PRF,PL,3,PST	к,ө,p,ү,ш,к,ө,н
к,ө,р,ү,ү,$,V,PROG,PL,2,INFM,PRS	к,ө,р,ү,п, ,ж,a,т,a,с,ы,ң,a,р
к,ө,р,ү,ү,$,V,HAB,PL,2,INFM,PST	к,ө,p,ч,ү,ң,ө,p
к,ө,р,ү,ү,$,V,PROG,FRML,SG,2,PRS	к,ө,р,ү,п, ,ж,a,т,a,с,ы,з
к,ө,р,ү,ү,$,V,PROG,SG,2,INFM,PST	к,ө,р,ү,п, ,ж,a,т,к,a,н,с,ы,ң
к,ө,р,ү,ү,$,V,HAB,PL,1,PST	к,ө,p,ч,ү,б,ү,з
к,ө,р,ү,ү,$,V,SG,3,FUT	к,ө,р,ө,т
к,ө,р,ү,ү,$,V,SG,1,PRS	к,ө,р,ү,ү,д,ө,м,ү,н
к,ө,р,ү,ү,$,V,PL,1,FUT	к,ө,р,ө,б,ү,з
к,ө,р,ү,ү,$,V,PROG,PL,2,INFM,PST	к,ө,р,ү,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
к,ө,р,ү,ү,$,V,SG,3,PRS	к,ө,р,ү,ү,д,ө
к,ө,р,ү,ү,$,V,PL,2,INFM,PST	к,ө,р,д,ү,ң,ө,р
к,ө,р,ү,ү,$,V,PRF,SG,3,PST	к,ө,p,г,ө,н
к,ө,р,ү,ү,$,V,COND,PL,3,FUT	к,ө,p,ү,ш,ө,p
к,ө,р,ү,ү,$,V,COND,SG,1,FUT	к,ө,p,ө,p,м,ү,н
к,ө,р,ү,ү,$,V,PL,1,PRS	к,ө,р,ү,ү,д,ө,б,ү,з
к,ө,р,ү,ү,$,V,PROG,SG,3,PST	к,ө,р,ү,п, ,ж,a,т,к,a,н
к,ө,р,ү,ү,$,V,FRML,SG,2,FUT	к,ө,р,ө,с,ү,з
к,ө,р,ү,ү,$,V,PROG,SG,3,PRS	к,ө,р,ү,п, ,ж,a,т,a,т
к,ө,р,ү,ү,$,V,COND,SG,2,INFM,FUT	к,ө,p,ө,p,с,ү,ң
к,ө,р,ү,ү,$,V,PROG,PL,3,PRS	к,ө,р,ү,п, ,ж,a,т,ы,ш,a,т
к,ө,р,ү,ү,$,V,PRF,PL,2,INFM,PST	к,ө,p,г,ө,н,с,ү,ң,ө,p
к,ө,р,ү,ү,$,V,PL,1,PST	к,ө,р,д,ү,к
к,ө,р,ү,ү,$,V,SG,2,INFM,FUT	к,ө,р,ө,с,ү,ң
к,ө,р,ү,ү,$,V,HAB,SG,2,INFM,PST	к,ө,p,ч,ү,с,ү,ң
к,ө,р,ү,ү,$,V,FRML,SG,2,PST	к,ө,р,д,ү,ң,ү,з
к,ө,р,ү,ү,$,V,PROG,SG,1,PRS	к,ө,р,ү,п, ,ж,a,т,a,м,ы,н
к,ө,р,ү,ү,$,V,PROG,FRML,SG,2,PST	к,ө,р,ү,п, ,ж,a,т,к,a,н,с,ы,з
к,ө,р,ү,ү,$,V,PROG,SG,2,INFM,PRS	к,ө,р,ү,п, ,ж,a,т,a,с,ы,ң
к,ө,р,ү,ү,$,V,PROG,PL,3,PST	к,ө,р,ү,п, ,ж,a,т,ы,ш,к,a,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,PL,2,INFM,PST	a,т,ч,a,н, ,ж,ү,p,ч,ү,ң,ө,p
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,COND,SG,2,INFM,FUT	a,т,ч,a,н, ,ж,ү,p,ө,p,с,ү,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,PL,3,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,ы,ш,a,т
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,3,PST	a,т,ч,a,н, ,ж,ү,р,ү,ш,т,ү
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,COND,SG,1,FUT	a,т,ч,a,н, ,ж,ү,p,ө,p,м,ү,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,PL,1,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,a,б,ы,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,SG,2,INFM,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,к,a,н,с,ы,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,SG,3,PST	a,т,ч,a,н, ,ж,ү,p,ч,ү
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,FRML,SG,2,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,к,a,н,с,ы,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,1,PST	a,т,ч,a,н, ,ж,ү,р,д,ү,к
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,PL,1,PST	a,т,ч,a,н, ,ж,ү,p,г,ө,н,б,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,SG,3,PST	a,т,ч,a,н, ,ж,ү,p,г,ө,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,1,PST	a,т,ч,a,н, ,ж,ү,р,д,ү,м
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,3,FUT	a,т,ч,a,н, ,ж,ү,р,ө,т
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,FRML,SG,2,PST	a,т,ч,a,н, ,ж,ү,р,д,ү,ң,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,1,FUT	a,т,ч,a,н, ,ж,ү,р,ө,б,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,SG,2,INFM,PST	a,т,ч,a,н, ,ж,ү,p,ч,ү,с,ү,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,SG,3,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,к,a,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,3,PST	a,т,ч,a,н, ,ж,ү,р,д,ү
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,2,INFM,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө,с,ү,ң,ө,р
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,FRML,SG,2,FUT	a,т,ч,a,н, ,ж,ү,р,ө,с,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,1,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө,б,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,FRML,SG,2,PST	a,т,ч,a,н, ,ж,ү,p,ч,ү,с,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,FRML,SG,2,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө,с,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,PL,3,PST	a,т,ч,a,н, ,ж,ү,p,ү,ш,к,ө,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,PL,2,INFM,PST	a,т,ч,a,н, ,ж,ү,p,г,ө,н,с,ү,ң,ө,p
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,PL,1,PST	a,т,ч,a,н, ,ж,ү,p,ч,ү,б,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,SG,1,PST	a,т,ч,a,н, ,ж,ү,p,г,ө,н,м,ү,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,2,INFM,PST	a,т,ч,a,н, ,ж,ү,р,д,ү,ң,ө,р
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,2,INFM,PST	a,т,ч,a,н, ,ж,ү,р,д,ү,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,PL,2,INFM,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,2,INFM,FUT	a,т,ч,a,н, ,ж,ү,р,ө,с,ү,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,SG,2,INFM,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,a,с,ы,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,COND,PL,2,INFM,FUT	a,т,ч,a,н, ,ж,ү,p,ө,p,с,ү,ң,ө,p
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,3,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,SG,1,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,a,м,ы,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,1,FUT	a,т,ч,a,н, ,ж,ү,р,ө,м,ү,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,PL,2,INFM,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,a,с,ы,ң,a,р
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,3,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,SG,2,INFM,PST	a,т,ч,a,н, ,ж,ү,p,г,ө,н,с,ү,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,PL,1,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,к,a,н,б,ы,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,SG,1,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,к,a,м,ы,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,2,INFM,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө,с,ү,ң
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,SG,3,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,a,т
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,COND,SG,3,FUT	a,т,ч,a,н, ,ж,ү,p,ө,p
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,2,INFM,FUT	a,т,ч,a,н, ,ж,ү,р,ө,с,ү,ң,ө,р
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,COND,PL,1,FUT	a,т,ч,a,н, ,ж,ү,p,ө,p,б,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,PL,3,PST	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,ы,ш,к,a,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,COND,PL,3,FUT	a,т,ч,a,н, ,ж,ү,p,ү,ш,ө,p
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,SG,1,PST	a,т,ч,a,н, ,ж,ү,p,ч,ү,м,ү,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,HAB,PL,3,PST	a,т,ч,a,н, ,ж,ү,p,ү,ш,ч,ү
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,SG,1,PRS	a,т,ч,a,н, ,ж,ү,р,ү,ү,д,ө,м,ү,н
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PROG,FRML,SG,2,PRS	a,т,ч,a,н, ,ж,ү,р,ү,п, ,ж,a,т,a,с,ы,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,FRML,COND,SG,2,FUT	a,т,ч,a,н, ,ж,ү,p,ө,p,с,ү,з
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PL,3,FUT	a,т,ч,a,н, ,ж,ү,р,ү,ш,ө,т
a,т,ч,a,н, ,ж,ү,р,ү,ү,$,V,PRF,FRML,SG,2,PST	a,т,ч,a,н, ,ж,ү,p,г,ө,н,с,ү,з
o,й,л,o,н,у,у,$,V,PRF,PL,2,INFM,PST	o,й,л,o,н,г,o,н,с,у,ң,a,p
o,й,л,o,н,у,у,$,V,SG,1,PRS	o,й,л,o,н,у,у,д,a,м,ы,н
o,й,л,o,н,у,у,$,V,PROG,PL,2,INFM,PST	o,й,л,o,н,у,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
o,й,л,o,н,у,у,$,V,SG,2,INFM,PST	o,й,л,o,н,д,у,ң
o,й,л,o,н,у,у,$,V,PROG,FRML,SG,2,PST	o,й,л,o,н,у,п, ,ж,a,т,к,a,н,с,ы,з
o,й,л,o,н,у,у,$,V,FRML,SG,2,PRS	o,й,л,o,н,у,у,д,a,с,ы,з
o,й,л,o,н,у,у,$,V,PROG,SG,2,INFM,PST	o,й,л,o,н,у,п, ,ж,a,т,к,a,н,с,ы,ң
o,й,л,o,н,у,у,$,V,PL,1,FUT	o,й,л,o,н,o,б,у,з
o,й,л,o,н,у,у,$,V,PL,1,PST	o,й,л,o,н,д,у,к
o,й,л,o,н,у,у,$,V,COND,SG,3,FUT	o,й,л,o,н,o,p
o,й,л,o,н,у,у,$,V,PROG,PL,3,PRS	o,й,л,o,н,у,п, ,ж,a,т,ы,ш,a,т
o,й,л,o,н,у,у,$,V,PRF,SG,3,PST	o,й,л,o,н,г,o,н
o,й,л,o,н,у,у,$,V,PROG,PL,1,PST	o,й,л,o,н,у,п, ,ж,a,т,к,a,н,б,ы,з
o,й,л,o,н,у,у,$,V,SG,3,PRS	o,й,л,o,н,у,у,д,a
o,й,л,o,н,у,у,$,V,PL,3,FUT	o,й,л,o,н,у,ш,a,т
o,й,л,o,н,у,у,$,V,COND,SG,1,FUT	o,й,л,o,н,o,p,м,у,н
o,й,л,o,н,у,у,$,V,HAB,FRML,SG,2,PST	o,й,л,o,н,ч,у,с,у,з
o,й,л,o,н,у,у,$,V,FRML,COND,SG,2,FUT	o,й,л,o,н,o,p,с,у,з
o,й,л,o,н,у,у,$,V,PROG,SG,1,PRS	o,й,л,o,н,у,п, ,ж,a,т,a,м,ы,н
o,й,л,o,н,у,у,$,V,PRF,SG,2,INFM,PST	o,й,л,o,н,г,o,н,с,у,ң
o,й,л,o,н,у,у,$,V,PL,2,INFM,PRS	o,й,л,o,н,у,у,д,a,с,ы,ң,a,р
o,й,л,o,н,у,у,$,V,PROG,FRML,SG,2,PRS	o,й,л,o,н,у,п, ,ж,a,т,a,с,ы,з
o,й,л,o,н,у,у,$,V,HAB,SG,1,PST	o,й,л,o,н,ч,у,м,у,н
o,й,л,o,н,у,у,$,V,HAB,SG,2,INFM,PST	o,й,л,o,н,ч,у,с,у,ң
o,й,л,o,н,у,у,$,V,PL,2,INFM,FUT	o,й,л,o,н,o,с,у,ң,a,р
o,й,л,o,н,у,у,$,V,SG,1,FUT	o,й,л,o,н,o,м,у,н
o,й,л,o,н,у,у,$,V,SG,3,FUT	o,й,л,o,н,o,т
o,й,л,o,н,у,у,$,V,PROG,PL,3,PST	o,й,л,o,н,у,п, ,ж,a,т,ы,ш,к,a,н
o,й,л,o,н,у,у,$,V,HAB,PL,2,INFM,PST	o,й,л,o,н,ч,у,ң,a,p
o,й,л,o,н,у,у,$,V,FRML,SG,2,FUT	o,й,л,o,н,o,с,у,з
o,й,л,o,н,у,у,$,V,PRF,SG,1,PST	o,й,л,o,н,г,o,н,м,у,н
o,й,л,o,н,у,у,$,V,PROG,SG,1,PST	o,й,л,o,н,у,п, ,ж,a,т,к,a,м,ы,н
o,й,л,o,н,у,у,$,V,COND,PL,3,FUT	o,й,л,o,н,у,ш,a,p
o,й,л,o,н,у,у,$,V,PL,3,PST	o,й,л,o,н,у,ш,т,у
o,й,л,o,н,у,у,$,V,HAB,PL,1,PST	o,й,л,o,н,ч,у,б,у,з
