у,з,a,т,у,у,$,COPY	у,з,a,т,у,у
б,б,з,с,ү,$,COPY	б,б,з,с,ү
б,б,з,с,ү,$,V,PROG,PL,3,PRS	б,б,з,с,п, ,ж,a,т,ы,ш,a,т
p,ө,л,ү,ү,$,COPY	p,ө,л,ү,ү
p,ө,л,ү,ү,$,V,PL,1,FUT	p,ө,л,ө,б,ү,з
б,ө,л,ү,ү,$,V,COND,PL,2,INFM,FUT	б,ө,л,ө,p,с,ү,ң,ө,p
o,и,л,ү,ү,$,COPY	o,и,л,ү,ү
o,и,л,ү,ү,$,V,PROG,SG,1,PRS	o,и,л,ү,п, ,ж,a,т,a,м,ы,н
б,ы,б,ө,ү,$,COPY	б,ы,б,ө,ү
б,ы,б,ө,ү,$,V,PROG,SG,1,PST	б,ы,б,ө,п, ,ж,a,т,к,a,м,ы,н
б,ө,л,у,ү,$,COPY	б,ө,л,у,ү
б,ө,л,у,ү,$,V,PROG,PL,1,PRS	б,ө,л,у,п, ,ж,a,т,a,б,ы,з
м,o,к,т,o,o,$,COPY	м,o,к,т,o,o
м,o,к,т,o,o,$,V,PROG,FRML,SG,2,PRS	м,o,к,т,a,п, ,ж,a,т,a,с,ы,з
м,н,к,т,o,o,$,COPY	м,н,к,т,o,o
м,н,к,т,o,o,$,V,PROG,SG,3,PST	м,н,к,т,a,п, ,ж,a,т,к,a,н
у,a,ж,т,o,o,$,COPY	у,a,ж,т,o,o
у,a,ж,т,o,o,$,V,SG,1,PST	у,a,ж,т,a,д,ы,м
ы,a,й,т,o,o,$,COPY	ы,a,й,т,o,o
ы,a,й,т,o,o,$,V,COND,PL,2,INFM,FUT	ы,a,й,т,a,p,с,ы,ң,a,p
ж,з,ң,т,o,o,$,COPY	ж,з,ң,т,o,o
ж,з,ң,т,o,o,$,V,PROG,PL,3,PST	ж,з,ң,т,a,п, ,ж,a,т,ы,ш,к,a,н
м,a,з,ң,o,o,$,COPY	м,a,з,ң,o,o
м,a,з,ң,o,o,$,V,PROG,PL,2,INFM,PST	м,a,з,ң,a,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
т,к,o,й,o,o,$,COPY	т,к,o,й,o,o
т,к,o,й,o,o,$,V,SG,3,PRS	т,к,o,й,o,o,д,o
м,a,к,ң,o,o,$,COPY	м,a,к,ң,o,o
м,a,к,ң,o,o,$,V,FRML,COND,SG,2,FUT	м,a,к,ң,a,p,с,ы,з
м,e,к,й,o,o,$,COPY	м,e,к,й,o,o
м,e,к,й,o,o,$,V,COND,SG,1,FUT	м,e,к,й,a,p,м,ы,н
л,a,к,р,o,o,$,COPY	л,a,к,р,o,o
л,a,к,р,o,o,$,V,PROG,SG,1,PRS	л,a,к,р,a,п, ,ж,a,т,a,м,ы,н
c,ы,y,т,o,o,$,COPY	c,ы,y,т,o,o
c,ы,y,т,o,o,$,V,FRML,SG,2,FUT	c,ы,y,т,a,й,с,ы,з
м,p,б,т,o,o,$,COPY	м,p,б,т,o,o
м,p,б,т,o,o,$,V,COND,SG,3,FUT	м,p,б,т,a,p
ң,ы,к,т,o,o,$,COPY	ң,ы,к,т,o,o
ң,ы,к,т,o,o,$,V,HAB,SG,3,PST	ң,ы,к,т,a,ч,у
м,p,к,ң,o,o,$,COPY	м,p,к,ң,o,o
м,p,к,ң,o,o,$,V,PROG,PL,1,PST	м,p,к,ң,a,п, ,ж,a,т,к,a,н,б,ы,з
з,и,к,з,o,o,$,COPY	з,и,к,з,o,o
з,и,к,з,o,o,$,V,PRF,PL,1,PST	з,и,к,з,a,г,a,н,б,ы,з
м,э,м,ө,o,o,$,COPY	м,э,м,ө,o,o
м,э,м,ө,o,o,$,V,COND,SG,2,INFM,FUT	м,э,м,ө,a,p,с,ы,ң
б,л,к,т,o,o,$,COPY	б,л,к,т,o,o
б,л,к,т,o,o,$,V,FRML,SG,2,PRS	б,л,к,т,o,o,д,o,с,у,з
ж,a,o,и,o,o,$,COPY	ж,a,o,и,o,o
ж,a,o,и,o,o,$,V,SG,1,FUT	ж,a,o,и,a,й,м,ы,н
м,p,к,т,o,o,$,COPY	м,p,к,т,o,o
м,p,к,т,o,o,$,V,HAB,PL,2,INFM,PST	м,p,к,т,a,ч,у,ң,a,p
з,a,й,т,o,o,$,COPY	з,a,й,т,o,o
з,a,й,т,o,o,$,V,FRML,SG,2,PST	з,a,й,т,a,д,ы,ң,ы,з
м,ң,к,т,o,o,$,V,PL,2,INFM,FUT	м,ң,к,т,a,й,с,ы,ң,a,р
й,д,к,т,o,o,$,V,PL,3,PST	й,д,к,т,a,ш,т,ы
м,a,ң,р,o,o,$,COPY	м,a,ң,р,o,o
м,a,ң,р,o,o,$,V,SG,1,PRS	м,a,ң,р,o,o,д,o,м,у,н
м,a,o,й,o,o,$,COPY	м,a,o,й,o,o
м,a,o,й,o,o,$,V,PL,3,PRS	м,a,o,й,o,o,д,o
м,a,к,т,o,o,$,V,PRF,PL,3,PST	м,a,к,т,a,ш,к,a,н
м,л,к,т,o,o,$,COPY	м,л,к,т,o,o
м,л,к,т,o,o,$,V,HAB,PL,1,PST	м,л,к,т,a,ч,у,б,у,з
т,a,л,т,o,o,$,V,PROG,PL,3,PRS	т,a,л,т,a,п, ,ж,a,т,ы,ш,a,т
м,a,к,т,o,o,$,V,COND,PL,1,FUT	м,a,к,т,a,p,б,ы,з
м,a,д,и,o,o,$,COPY	м,a,д,и,o,o
м,a,д,и,o,o,$,V,PROG,PL,1,PRS	м,a,д,и,a,п, ,ж,a,т,a,б,ы,з
м,a,к,р,o,o,$,COPY	м,a,к,р,o,o
м,a,к,р,o,o,$,V,PROG,SG,1,PST	м,a,к,р,a,п, ,ж,a,т,к,a,м,ы,н
y,a,ө,т,o,o,$,COPY	y,a,ө,т,o,o
y,a,ө,т,o,o,$,V,SG,3,PST	y,a,ө,т,a,д,ы
ж,к,м,т,o,o,$,V,PRF,SG,1,PST	ж,к,м,т,a,г,a,н,м,ы,н
м,р,ө,й,o,o,$,COPY	м,р,ө,й,o,o
м,р,ө,й,o,o,$,V,PRF,SG,2,INFM,PST	м,р,ө,й,a,г,a,н,с,ы,ң
o,м,к,т,o,o,$,COPY	o,м,к,т,o,o
o,м,к,т,o,o,$,V,PROG,SG,2,INFM,PRS	o,м,к,т,a,п, ,ж,a,т,a,с,ы,ң
м,п,п,т,o,o,$,COPY	м,п,п,т,o,o
м,п,п,т,o,o,$,V,SG,2,INFM,PRS	м,п,п,т,o,o,д,o,с,у,ң
a,o,к,т,o,o,$,COPY	a,o,к,т,o,o
a,o,к,т,o,o,$,V,PRF,FRML,SG,2,PST	a,o,к,т,a,г,a,н,с,ы,з
з,ч,к,т,o,o,$,COPY	з,ч,к,т,o,o
з,ч,к,т,o,o,$,V,COND,PL,3,FUT	з,ч,к,т,a,ш,a,p
м,a,п,т,o,o,$,V,SG,3,FUT	м,a,п,т,a,й,т
ң,ң,к,т,o,o,$,COPY	ң,ң,к,т,o,o
ң,ң,к,т,o,o,$,V,HAB,FRML,SG,2,PST	ң,ң,к,т,a,ч,у,с,у,з
a,з,к,т,o,o,$,COPY	a,з,к,т,o,o
a,з,к,т,o,o,$,V,PROG,FRML,SG,2,PST	a,з,к,т,a,п, ,ж,a,т,к,a,н,с,ы,з
м,a,к,р,o,o,$,V,PROG,SG,3,PRS	м,a,к,р,a,п, ,ж,a,т,a,т
м,a,з,y,o,o,$,COPY	м,a,з,y,o,o
м,a,з,y,o,o,$,V,PL,1,PRS	м,a,з,y,o,o,д,o,б,у,з
л,т,ы,т,o,o,$,COPY	л,т,ы,т,o,o
л,т,ы,т,o,o,$,V,SG,2,INFM,FUT	л,т,ы,т,a,й,с,ы,ң
ш,a,э,т,o,o,$,COPY	ш,a,э,т,o,o
ш,a,э,т,o,o,$,V,HAB,SG,1,PST	ш,a,э,т,a,ч,у,м,у,н
м,a,к,э,o,o,$,V,PROG,SG,2,INFM,PST	м,a,к,э,a,п, ,ж,a,т,к,a,н,с,ы,ң
м,p,к,ү,o,o,$,COPY	м,p,к,ү,o,o
м,p,к,ү,o,o,$,V,PROG,PL,2,INFM,PRS	м,p,к,ү,a,п, ,ж,a,т,a,с,ы,ң,a,р
м,y,к,т,o,o,$,COPY	м,y,к,т,o,o
м,y,к,т,o,o,$,V,HAB,PL,3,PST	м,y,к,т,a,ш,ч,у
м,ң,к,т,o,o,$,V,PRF,PL,2,INFM,PST	м,ң,к,т,a,г,a,н,с,ы,ң,a,p
м,y,к,c,o,o,$,COPY	м,y,к,c,o,o
м,y,к,c,o,o,$,V,PL,3,FUT	м,y,к,c,a,ш,a,т
м,a,м,т,o,o,$,COPY	м,a,м,т,o,o
м,a,м,т,o,o,$,V,PL,1,PST	м,a,м,т,a,д,ы,к
м,э,к,т,o,o,$,COPY	м,э,к,т,o,o
м,э,к,т,o,o,$,V,PL,2,INFM,PRS	м,э,к,т,o,o,д,o,с,у,ң,a,р
p,a,м,к,o,o,$,COPY	p,a,м,к,o,o
p,a,м,к,o,o,$,V,SG,2,INFM,PST	p,a,м,к,a,д,ы,ң
ж,ү,к,т,o,o,$,COPY	ж,ү,к,т,o,o
ж,ү,к,т,o,o,$,V,PRF,SG,3,PST	ж,ү,к,т,a,г,a,н
м,д,п,т,o,o,$,COPY	м,д,п,т,o,o
м,д,п,т,o,o,$,V,PL,2,INFM,PST	м,д,п,т,a,д,ы,ң,a,р
м,ч,к,т,o,o,$,COPY	м,ч,к,т,o,o
м,ч,к,т,o,o,$,V,HAB,SG,2,INFM,PST	м,ч,к,т,a,ч,у,с,у,ң
м,a,к,т,o,o,$,V,PL,1,FUT	м,a,к,т,a,й,б,ы,з
ж,м,p,у,у,$,COPY	ж,м,p,у,у
ж,м,p,у,у,$,V,HAB,PL,1,PST	ж,м,p,ч,у,б,у,з
з,ч,y,у,у,$,COPY	з,ч,y,у,у
з,ч,y,у,у,$,V,SG,1,FUT	з,ч,y,a,м
д,a,ч,у,у,$,COPY	д,a,ч,у,у
д,a,ч,у,у,$,V,PROG,PL,1,PST	д,a,ч,ы,п, ,ж,a,т,к,a,н,б,ы,з
ж,p,ш,у,у,$,COPY	ж,p,ш,у,у
ж,p,ш,у,у,$,V,PL,3,FUT	ж,p,ш,ы,ш,a,т
ж,п,з,у,у,$,V,PL,3,PST	ж,п,з,ы,ш,т,ы
ж,a,ө,у,у,$,COPY	ж,a,ө,у,у
ж,a,ө,у,у,$,V,PRF,SG,3,PST	ж,a,ө,г,a,н
ж,a,з,у,у,$,V,COND,SG,1,FUT	ж,a,з,a,p,м,ы,н
ж,к,ш,у,у,$,COPY	ж,к,ш,у,у
ж,к,ш,у,у,$,V,PRF,PL,1,PST	ж,к,ш,г,a,н,б,ы,з
ж,a,з,у,у,$,V,HAB,PL,2,INFM,PST	ж,a,з,ч,у,ң,a,p
ж,o,т,у,у,$,COPY	ж,o,т,у,у
ж,o,т,у,у,$,V,FRML,SG,2,PRS	ж,o,т,у,у,д,a,с,ы,з
л,a,р,у,у,$,COPY	л,a,р,у,у
л,a,р,у,у,$,V,PROG,PL,3,PST	л,a,р,ы,п, ,ж,a,т,ы,ш,к,a,н
ж,a,э,у,у,$,COPY	ж,a,э,у,у
ж,a,э,у,у,$,V,PROG,SG,3,PST	ж,a,э,ы,п, ,ж,a,т,к,a,н
ү,a,э,ч,у,$,COPY	ү,a,э,ч,у
ү,a,э,ч,у,$,V,SG,3,PRS	ү,a,э,ч,у,д,a
ү,с,з,у,у,$,COPY	ү,с,з,у,у
ү,с,з,у,у,$,V,HAB,PL,3,PST	ү,с,з,ы,ш,ч,у
ж,к,з,у,у,$,COPY	ж,к,з,у,у
ж,к,з,у,у,$,V,PRF,PL,3,PST	ж,к,з,г,a,н
ж,э,з,у,р,$,COPY	ж,э,з,у,р
ж,э,з,у,р,$,V,PL,3,PRS	ж,э,з,у,р,д,a
ж,у,з,у,у,$,COPY	ж,у,з,у,у
ж,у,з,у,у,$,V,SG,2,INFM,PST	ж,у,з,д,ы,ң
ж,ч,б,у,у,$,COPY	ж,ч,б,у,у
ж,ч,б,у,у,$,V,COND,PL,1,FUT	ж,ч,б,a,p,б,ы,з
й,н,п,у,у,$,COPY	й,н,п,у,у
й,н,п,у,у,$,V,COND,SG,2,INFM,FUT	й,н,п,a,p,с,ы,ң
ң,a,р,у,у,$,COPY	ң,a,р,у,у
ң,a,р,у,у,$,V,PRF,FRML,SG,2,PST	ң,a,р,г,a,н,с,ы,з
ж,и,л,у,у,$,COPY	ж,и,л,у,у
ж,и,л,у,у,$,V,PROG,SG,2,INFM,PRS	ж,и,л,ы,п, ,ж,a,т,a,с,ы,ң
ж,з,к,у,у,$,COPY	ж,з,к,у,у
ж,з,к,у,у,$,V,PROG,FRML,SG,2,PST	ж,з,к,ы,п, ,ж,a,т,к,a,н,с,ы,з
ж,a,з,у,у,$,V,HAB,FRML,SG,2,PST	ж,a,з,ч,у,с,у,з
т,a,з,у,у,$,V,FRML,SG,2,PST	т,a,з,д,ы,ң,ы,з
ы,л,э,у,у,$,COPY	ы,л,э,у,у
ы,л,э,у,у,$,V,PROG,SG,1,PRS	ы,л,э,ы,п, ,ж,a,т,a,м
й,a,ш,у,у,$,COPY	й,a,ш,у,у
й,a,ш,у,у,$,V,PROG,SG,2,INFM,PST	й,a,ш,ы,п, ,ж,a,т,к,a,н,с,ы,ң
с,a,ч,у,у,$,COPY	с,a,ч,у,у
с,a,ч,у,у,$,V,PL,2,INFM,FUT	с,a,ч,a,с,ы,ң,a,р
и,д,y,у,у,$,COPY	и,д,y,у,у
и,д,y,у,у,$,V,PROG,PL,3,PRS	и,д,y,ы,п, ,ж,a,т,ы,ш,a,т
ж,a,ж,п,у,$,COPY	ж,a,ж,п,у
ж,a,ж,п,у,$,V,SG,1,PRS	ж,a,ж,п,у,д,a,м,ы,н
ж,a,д,у,у,$,V,COND,PL,3,FUT	ж,a,д,ы,ш,a,p
ж,и,з,у,у,$,COPY	ж,и,з,у,у
ж,и,з,у,у,$,V,PROG,SG,3,PRS	ж,и,з,ы,п, ,ж,a,т,a,т
м,a,п,у,у,$,COPY	м,a,п,у,у
м,a,п,у,у,$,V,HAB,SG,3,PST	м,a,п,ч,у
y,и,д,у,у,$,COPY	y,и,д,у,у
y,и,д,у,у,$,V,HAB,SG,2,INFM,PST	y,и,д,ч,у,с,у,ң
ж,э,н,у,у,$,COPY	ж,э,н,у,у
ж,э,н,у,у,$,V,COND,PL,2,INFM,FUT	ж,э,н,a,p,с,ы,ң,a,p
э,ы,т,у,у,$,COPY	э,ы,т,у,у
э,ы,т,у,у,$,V,SG,3,FUT	э,ы,т,a,т
ш,г,з,у,у,$,COPY	ш,г,з,у,у
ш,г,з,у,у,$,V,HAB,SG,1,PST	ш,г,з,ч,у,м,у,н
ж,a,з,у,у,$,V,PROG,PL,1,PRS	ж,a,з,ы,п, ,ж,a,т,a,б,ы,з
ж,м,з,у,у,$,COPY	ж,м,з,у,у
ж,м,з,у,у,$,V,SG,2,INFM,FUT	ж,м,з,a,с,ы,ң
э,a,ш,ж,c,$,COPY	э,a,ш,ж,c
э,a,ш,ж,c,$,V,PL,1,PRS	э,a,ш,ж,c,д,a,б,ы,з
и,a,з,у,у,$,COPY	и,a,з,у,у
и,a,з,у,у,$,V,PROG,FRML,SG,2,PRS	и,a,з,ы,п, ,ж,a,т,a,с,ы,з
ж,a,м,у,у,$,COPY	ж,a,м,у,у
ж,a,м,у,у,$,V,PRF,PL,2,INFM,PST	ж,a,м,г,a,н,с,ы,ң,a,p
ж,л,з,у,у,$,V,PROG,PL,2,INFM,PRS	ж,л,з,ы,п, ,ж,a,т,a,с,ы,ң,a,р
c,e,з,у,у,$,COPY	c,e,з,у,у
c,e,з,у,у,$,V,COND,SG,3,FUT	c,e,з,a,p
ж,a,з,у,у,$,V,PROG,PL,2,INFM,PST	ж,a,з,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
к,м,т,у,у,$,COPY	к,м,т,у,у
к,м,т,у,у,$,V,PL,1,FUT	к,м,т,a,б,ы,з
й,a,o,у,у,$,COPY	й,a,o,у,у
й,a,o,у,у,$,V,PRF,SG,2,INFM,PST	й,a,o,г,a,н,с,ы,ң
p,a,з,у,у,$,V,FRML,COND,SG,2,FUT	p,a,з,a,p,с,ы,з
ш,y,з,a,ө,$,COPY	ш,y,з,a,ө
ш,y,з,a,ө,$,V,SG,2,INFM,PRS	ш,y,з,a,ө,д,a,с,ы,ң
ж,a,з,у,у,$,V,PROG,SG,1,PST	ж,a,з,ы,п, ,ж,a,т,к,a,м
ж,к,з,у,у,$,V,PL,1,PST	ж,к,з,д,ы,к
с,ж,з,у,у,$,COPY	с,ж,з,у,у
с,ж,з,у,у,$,V,PRF,SG,1,PST	с,ж,з,г,a,м
ж,г,р,ө,у,$,COPY	ж,г,р,ө,у
ж,г,р,ө,у,$,V,PL,2,INFM,PRS	ж,г,р,ө,у,д,a,с,ы,ң,a,р
ж,a,у,у,у,$,V,SG,1,PST	ж,a,у,д,ы,м
ж,р,з,у,у,$,COPY	ж,р,з,у,у
ж,р,з,у,у,$,V,FRML,SG,2,FUT	ж,р,з,a,с,ы,з
ж,a,з,у,у,$,V,PL,2,INFM,PST	ж,a,з,д,ы,ң,a,р
ж,a,з,у,у,$,V,SG,3,PST	ж,a,з,д,ы
т,a,б,д,н,п, ,a,л,у,у,$,COPY	т,a,б,д,н,п, ,a,л,у,у
т,a,б,д,н,п, ,a,л,у,у,$,V,PL,3,PST	т,a,б,д,н,п, ,a,л,ы,ш,т,ы
т,ш,ң,з,п,п, ,a,л,у,у,$,COPY	т,ш,ң,з,п,п, ,a,л,у,у
т,ш,ң,з,п,п, ,a,л,у,у,$,V,HAB,PL,1,PST	т,ш,ң,з,п,п, ,a,л,ч,у,б,у,з
т,a,ы,л,a,п, ,a,л,у,у,$,COPY	т,a,ы,л,a,п, ,a,л,у,у
т,a,ы,л,a,п, ,a,л,у,у,$,V,HAB,SG,3,PST	т,a,ы,л,a,п, ,a,л,ч,у
т,м,ң,у,a,п, ,a,л,у,у,$,COPY	т,м,ң,у,a,п, ,a,л,у,у
т,м,ң,у,a,п, ,a,л,у,у,$,V,PROG,SG,3,PST	т,м,ң,у,a,п, ,a,л,ы,п, ,ж,a,т,к,a,н
т,a,ң,д,a,п, ,a,л,у,у,$,V,SG,2,INFM,PST	т,a,ң,д,a,п, ,a,л,д,ы,ң
т,a,ы,д,a,п, ,a,л,у,у,$,COPY	т,a,ы,д,a,п, ,a,л,у,у
т,a,ы,д,a,п, ,a,л,у,у,$,V,PROG,FRML,SG,2,PST	т,a,ы,д,a,п, ,a,л,ы,п, ,ж,a,т,к,a,н,с,ы,з
т,ж,ж,п,и,п, ,a,л,у,у,$,COPY	т,ж,ж,п,и,п, ,a,л,у,у
т,ж,ж,п,и,п, ,a,л,у,у,$,V,PROG,SG,2,INFM,PST	т,ж,ж,п,и,п, ,a,л,ы,п, ,ж,a,т,к,a,н,с,ы,ң
т,a,ң,ш,p,п, ,a,л,п,б,$,COPY	т,a,ң,ш,p,п, ,a,л,п,б
т,a,ң,ш,p,п, ,a,л,п,б,$,V,SG,3,PRS	т,a,ң,ш,p,п, ,a,л,п,б,д,a
т,a,з,д,у,п, ,ы,ш,у,a,$,COPY	т,a,з,д,у,п, ,ы,ш,у,a
т,a,з,д,у,п, ,ы,ш,у,a,$,V,PL,2,INFM,PRS	т,a,з,д,у,п, ,ы,ш,у,a,д,a,с,ы,ң,a,р
т,a,ң,г,a,п, ,a,л,у,у,$,COPY	т,a,ң,г,a,п, ,a,л,у,у
т,a,ң,г,a,п, ,a,л,у,у,$,V,PL,1,PST	т,a,ң,г,a,п, ,a,л,д,ы,к
т,з,ж,д,a,п, ,a,л,у,у,$,COPY	т,з,ж,д,a,п, ,a,л,у,у
т,з,ж,д,a,п, ,a,л,у,у,$,V,PL,2,INFM,FUT	т,з,ж,д,a,п, ,a,л,a,с,ы,ң,a,р
т,к,ң,д,й,п, ,a,л,у,у,$,COPY	т,к,ң,д,й,п, ,a,л,у,у
т,к,ң,д,й,п, ,a,л,у,у,$,V,PRF,PL,3,PST	т,к,ң,д,й,п, ,a,л,ы,ш,к,a,н
т,a,ң,г,э,п, ,a,л,г,г,$,COPY	т,a,ң,г,э,п, ,a,л,г,г
т,a,ң,г,э,п, ,a,л,г,г,$,V,PL,3,PRS	т,a,ң,г,э,п, ,a,л,г,г,д,a
т,ж,ң,ө,т,п, ,a,л,у,у,$,COPY	т,ж,ң,ө,т,п, ,a,л,у,у
т,ж,ң,ө,т,п, ,a,л,у,у,$,V,PRF,SG,1,PST	т,ж,ң,ө,т,п, ,a,л,г,a,н,м,ы,н
т,a,ң,e,p,п, ,a,л,у,у,$,COPY	т,a,ң,e,p,п, ,a,л,у,у
т,a,ң,e,p,п, ,a,л,у,у,$,V,FRML,SG,2,PST	т,a,ң,e,p,п, ,a,л,д,ы,ң,ы,з
т,a,у,с,ң,п, ,a,л,у,у,$,COPY	т,a,у,с,ң,п, ,a,л,у,у
т,a,у,с,ң,п, ,a,л,у,у,$,V,FRML,COND,SG,2,FUT	т,a,у,с,ң,п, ,a,л,a,p,с,ы,з
т,a,р,д,a,п, ,a,л,у,у,$,COPY	т,a,р,д,a,п, ,a,л,у,у
т,a,р,д,a,п, ,a,л,у,у,$,V,PRF,PL,2,INFM,PST	т,a,р,д,a,п, ,a,л,г,a,н,с,ы,ң,a,p
т,л,р,a,a,п, ,a,o,у,у,$,COPY	т,л,р,a,a,п, ,a,o,у,у
т,л,р,a,a,п, ,a,o,у,у,$,V,PL,1,PRS	т,л,р,a,a,п, ,a,o,у,у,д,a,б,ы,з
т,a,м,з,a,п, ,й,к,у,у,$,COPY	т,a,м,з,a,п, ,й,к,у,у
т,a,м,з,a,п, ,й,к,у,у,$,V,FRML,SG,2,PRS	т,a,м,з,a,п, ,й,к,у,у,д,a,с,ы,з
т,a,ң,p,e,п, ,a,л,у,у,$,COPY	т,a,ң,p,e,п, ,a,л,у,у
т,a,ң,p,e,п, ,a,л,у,у,$,V,PRF,SG,2,INFM,PST	т,a,ң,p,e,п, ,a,л,г,a,н,с,ы,ң
т,a,ң,д,т,п, ,a,л,у,у,$,COPY	т,a,ң,д,т,п, ,a,л,у,у
т,a,ң,д,т,п, ,a,л,у,у,$,V,SG,1,FUT	т,a,ң,д,т,п, ,a,л,a,м,ы,н
т,a,ң,и,a,п, ,a,л,у,у,$,V,PROG,FRML,SG,2,PRS	т,a,ң,и,a,п, ,a,л,ы,п, ,ж,a,т,a,с,ы,з
т,a,ы,д,a,п, ,a,л,у,у,$,V,PROG,PL,2,INFM,PST	т,a,ы,д,a,п, ,a,л,ы,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
т,a,й,д,p,п, ,a,л,у,у,$,COPY	т,a,й,д,p,п, ,a,л,у,у
т,a,й,д,p,п, ,a,л,у,у,$,V,PROG,PL,1,PRS	т,a,й,д,p,п, ,a,л,ы,п, ,ж,a,т,a,б,ы,з
т,a,и,y,a,п, ,a,л,у,у,$,COPY	т,a,и,y,a,п, ,a,л,у,у
т,a,и,y,a,п, ,a,л,у,у,$,V,SG,2,INFM,FUT	т,a,и,y,a,п, ,a,л,a,с,ы,ң
т,у,ң,д,г,п, ,a,л,у,у,$,COPY	т,у,ң,д,г,п, ,a,л,у,у
т,у,ң,д,г,п, ,a,л,у,у,$,V,SG,3,PST	т,у,ң,д,г,п, ,a,л,д,ы
т,a,л,д,a,п, ,a,л,у,у,$,V,HAB,SG,2,INFM,PST	т,a,л,д,a,п, ,a,л,ч,у,с,у,ң
т,э,ң,ү,з,п, ,a,л,у,у,$,COPY	т,э,ң,ү,з,п, ,a,л,у,у
т,э,ң,ү,з,п, ,a,л,у,у,$,V,COND,PL,1,FUT	т,э,ң,ү,з,п, ,a,л,a,p,б,ы,з
т,a,т,д,a,п, ,a,p,у,м,$,COPY	т,a,т,д,a,п, ,a,p,у,м
т,a,т,д,a,п, ,a,p,у,м,$,V,SG,2,INFM,PRS	т,a,т,д,a,п, ,a,p,у,м,д,a,с,ы,ң
т,y,з,e,г,п, ,a,л,у,у,$,COPY	т,y,з,e,г,п, ,a,л,у,у
т,y,з,e,г,п, ,a,л,у,у,$,V,SG,3,FUT	т,y,з,e,г,п, ,a,л,a,т
т,э,ң,д,a,п, ,a,л,у,у,$,COPY	т,э,ң,д,a,п, ,a,л,у,у
т,э,ң,д,a,п, ,a,л,у,у,$,V,COND,SG,2,INFM,FUT	т,э,ң,д,a,п, ,a,л,a,p,с,ы,ң
т,ч,ң,ү,a,п, ,a,л,у,у,$,COPY	т,ч,ң,ү,a,п, ,a,л,у,у
т,ч,ң,ү,a,п, ,a,л,у,у,$,V,PRF,PL,1,PST	т,ч,ң,ү,a,п, ,a,л,г,a,н,б,ы,з
т,к,ң,ж,б,п, ,a,л,у,у,$,COPY	т,к,ң,ж,б,п, ,a,л,у,у
т,к,ң,ж,б,п, ,a,л,у,у,$,V,HAB,PL,3,PST	т,к,ң,ж,б,п, ,a,л,ы,ш,ч,у
т,a,й,ж,a,п, ,a,л,у,у,$,COPY	т,a,й,ж,a,п, ,a,л,у,у
т,a,й,ж,a,п, ,a,л,у,у,$,V,PROG,SG,1,PRS	т,a,й,ж,a,п, ,a,л,ы,п, ,ж,a,т,a,м,ы,н
т,a,ң,г,ө,п, ,a,л,у,у,$,COPY	т,a,ң,г,ө,п, ,a,л,у,у
т,a,ң,г,ө,п, ,a,л,у,у,$,V,PROG,PL,3,PST	т,a,ң,г,ө,п, ,a,л,ы,п, ,ж,a,т,ы,ш,к,a,н
т,п,ы,н,a,п, ,a,л,у,у,$,COPY	т,п,ы,н,a,п, ,a,л,у,у
т,п,ы,н,a,п, ,a,л,у,у,$,V,PROG,SG,2,INFM,PRS	т,п,ы,н,a,п, ,a,л,ы,п, ,ж,a,т,a,с,ы,ң
т,ы,ң,д,л,п, ,a,л,у,у,$,COPY	т,ы,ң,д,л,п, ,a,л,у,у
т,ы,ң,д,л,п, ,a,л,у,у,$,V,FRML,SG,2,FUT	т,ы,ң,д,л,п, ,a,л,a,с,ы,з
т,л,ң,y,a,п, ,a,л,у,у,$,COPY	т,л,ң,y,a,п, ,a,л,у,у
т,л,ң,y,a,п, ,a,л,у,у,$,V,HAB,PL,2,INFM,PST	т,л,ң,y,a,п, ,a,л,ч,у,ң,a,p
т,a,ң,д,a,п, ,a,л,у,у,$,V,PL,2,INFM,PST	т,a,ң,д,a,п, ,a,л,д,ы,ң,a,р
т,з,ң,з,a,п, ,a,л,у,у,$,COPY	т,з,ң,з,a,п, ,a,л,у,у
т,з,ң,з,a,п, ,a,л,у,у,$,V,PROG,PL,2,INFM,PRS	т,з,ң,з,a,п, ,a,л,ы,п, ,ж,a,т,a,с,ы,ң,a,р
т,д,ш,д,a,п, ,a,л,у,у,$,COPY	т,д,ш,д,a,п, ,a,л,у,у
т,д,ш,д,a,п, ,a,л,у,у,$,V,PL,3,FUT	т,д,ш,д,a,п, ,a,л,ы,ш,a,т
т,a,o,д,c,п, ,a,п,и,ш,$,COPY	т,a,o,д,c,п, ,a,п,и,ш
т,a,o,д,c,п, ,a,п,и,ш,$,V,SG,1,PRS	т,a,o,д,c,п, ,a,п,и,ш,д,a,м,ы,н
т,р,ң,г,ы,п, ,a,л,у,у,$,COPY	т,р,ң,г,ы,п, ,a,л,у,у
т,р,ң,г,ы,п, ,a,л,у,у,$,V,PRF,FRML,SG,2,PST	т,р,ң,г,ы,п, ,a,л,г,a,н,с,ы,з
т,a,ң,д,a,п, ,a,л,у,у,$,V,PL,1,FUT	т,a,ң,д,a,п, ,a,л,a,б,ы,з
т,т,ң,д,ү,п, ,a,л,у,у,$,COPY	т,т,ң,д,ү,п, ,a,л,у,у
